loan_id,contract_id,loan_amount,outstanding_balance,interest_rate,term_months,remaining_months,next_payment_date,next_payment_amount,delinquency_status,collateral_value,loan_to_value_ratio
555,1734,187566,133968.75,10.89,240,40,2025-11-17,1702.16,DELINQUENT_60,278219.0,0.86
556,1737,50830,20590.74,8.1,249,21,2025-11-13,343.1,CURRENT,70144.66,0.73
557,1738,151143,29867.58,11.95,169,38,2025-11-10,1505.13,DELINQUENT_90+,195686.47,0.63
558,1744,25107,13773.57,6.11,201,56,2025-11-28,127.84,DELINQUENT_90+,29694.07,0.83
559,1749,59075,40450.87,7.43,24,11,2025-11-30,365.77,DELINQUENT_30,74719.6,0.78
560,1755,15932,8404.94,7.55,106,18,2025-11-28,100.24,DELINQUENT_60,19387.54,0.66
561,1757,193530,27436.01,10.45,78,32,2025-11-27,1685.32,CURRENT,289149.78,0.79
562,1759,85106,31583.17,5.12,342,7,2025-11-03,363.12,DELINQUENT_60,121623.82,0.62
563,1763,71687,12577.07,14.17,292,41,2025-11-18,846.5,DELINQUENT_30,91473.91,0.85
564,1764,73652,12230.7,9.27,29,22,2025-11-28,568.96,DELINQUENT_60,97737.24,0.9
565,1770,197765,121936.32,8.86,319,23,2025-11-11,1460.16,DELINQUENT_30,295853.37,0.87
566,1777,71226,60102.33,6.75,93,60,2025-11-03,400.65,DELINQUENT_90+,105356.13,0.74
567,1784,43195,11075.65,6.21,95,26,2025-11-09,223.53,DELINQUENT_90+,51518.85,0.89
568,1787,118762,91320.54,8.79,219,28,2025-12-02,869.93,CURRENT,136897.61,0.76
569,1793,27295,6213.01,10.9,36,44,2025-11-04,247.93,DELINQUENT_30,38855.57,0.85
570,1794,131507,39822.21,7.76,224,40,2025-11-16,850.41,DELINQUENT_60,189771.99,0.86
571,1806,109549,32201.24,11.14,75,2,2025-11-10,1016.98,DELINQUENT_30,138037.57,0.65
572,1807,167165,26038.15,9.69,270,15,2025-11-17,1349.86,CURRENT,195041.62,0.65
573,1809,148716,60595.23,7.02,157,11,2025-11-19,869.99,DELINQUENT_90+,189582.98,0.68
574,1816,25325,12448.48,10.69,73,9,2025-11-17,225.6,DELINQUENT_60,35517.85,0.77
575,1817,186721,155646.92,10.95,184,10,2025-11-25,1703.83,DELINQUENT_30,205622.4,0.77
576,1818,27800,5301.01,6.33,117,59,2025-11-23,146.65,DELINQUENT_60,33281.65,0.67
577,1819,170428,119792.33,10.22,178,47,2025-11-23,1451.48,DELINQUENT_30,223190.25,0.64
578,1824,132574,52754.15,9.57,162,56,2025-11-14,1057.28,DELINQUENT_30,147148.37,0.72
579,1827,147032,33072.21,11.73,51,38,2025-11-20,1437.24,DELINQUENT_90+,169525.91,0.7
580,1834,81978,33124.37,8.73,196,6,2025-11-15,596.39,DELINQUENT_60,109109.68,0.62
581,1835,119063,45826.55,12.8,346,59,2025-11-23,1270.01,CURRENT,153032.22,0.78
582,1843,78399,34493.17,5.05,280,21,2025-11-18,329.93,CURRENT,108528.52,0.75
583,1845,185577,44438.3,7.62,75,7,2025-11-06,1178.41,DELINQUENT_90+,243898.07,0.73
584,1848,131214,74122.64,5.66,131,37,2025-11-15,618.89,CURRENT,149594.14,0.75
585,1854,120497,20435.61,5.53,339,23,2025-11-05,555.29,CURRENT,176713.7,0.84
586,1858,155471,117292.38,12.85,130,16,2025-11-09,1664.84,DELINQUENT_30,228083.99,0.77
587,1859,81817,23068.62,7.27,81,20,2025-11-26,495.67,CURRENT,108041.86,0.71
588,1862,39473,15439.74,10.95,190,9,2025-11-08,360.19,DELINQUENT_60,44902.11,0.88
589,1864,193992,45844.59,10.15,248,15,2025-11-18,1640.85,CURRENT,267593.06,0.87
590,1865,58001,17983.05,13.05,251,43,2025-12-02,630.76,DELINQUENT_60,84825.71,0.71
591,1870,60924,33580.2,14.71,311,30,2025-11-03,746.83,DELINQUENT_90+,84891.34,0.89
592,1872,44684,33980.25,9.21,124,45,2025-11-05,342.95,DELINQUENT_30,57837.21,0.64
593,1873,76567,40576.62,14.79,266,37,2025-11-16,943.69,CURRENT,89116.13,0.67
594,1875,148642,129497.68,7.19,288,30,2025-11-05,890.61,DELINQUENT_30,206538.21,0.7
595,1876,147066,36455.58,10.03,251,41,2025-11-23,1229.23,CURRENT,188408.41,0.8
596,1878,170313,92492.26,14.69,42,20,2025-11-15,2084.91,DELINQUENT_30,204686.41,0.88
597,1889,138040,90439.15,14.41,223,54,2025-11-14,1657.63,CURRENT,191618.39,0.82
598,1891,189591,122985.42,14.42,154,10,2025-11-17,2278.25,DELINQUENT_60,219140.24,0.84
599,1894,87608,52701.28,13.18,295,34,2025-11-08,962.23,DELINQUENT_90+,98526.27,0.7
600,1896,179813,147538.63,6.35,170,2,2025-11-12,951.51,DELINQUENT_30,240292.84,0.63
601,1898,46394,15825.14,13.6,44,8,2025-11-17,525.8,DELINQUENT_60,67139.0,0.78
602,1906,199815,129142.1,10.9,228,56,2025-11-17,1814.99,DELINQUENT_30,288406.44,0.69
603,1911,77727,22092.84,8.48,187,32,2025-11-10,549.27,DELINQUENT_90+,99744.81,0.73
604,1912,117304,92032.67,5.46,354,39,2025-11-24,533.73,CURRENT,154736.47,0.66
605,1914,176426,35981.22,8.37,218,54,2025-11-29,1230.57,DELINQUENT_60,207075.17,0.68
606,1920,20411,14460.94,5.74,305,29,2025-11-28,97.63,DELINQUENT_60,27896.9,0.73
607,1921,120142,43924.98,9.78,169,5,2025-11-18,979.16,DELINQUENT_60,159836.1,0.78
608,1926,10376,1530.66,5.03,236,9,2025-11-03,43.49,DELINQUENT_90+,14816.5,0.83
609,1927,103822,16896.91,12.59,219,36,2025-11-23,1089.27,DELINQUENT_30,117056.42,0.8
610,1928,91007,32004.71,5.08,149,7,2025-12-01,385.26,DELINQUENT_60,124139.12,0.63
611,1930,60709,29149.51,14.85,174,34,2025-11-05,751.27,CURRENT,76031.19,0.78
612,1934,155125,104840.41,12.02,39,58,2025-11-24,1553.84,CURRENT,228403.28,0.61
613,1935,63018,10855.15,8.08,346,53,2025-11-18,424.32,CURRENT,75074.78,0.6
614,1936,8993,3106.69,12.37,230,24,2025-11-15,92.7,DELINQUENT_90+,12683.53,0.86
615,1937,15442,4603.82,11.43,247,16,2025-11-10,147.09,DELINQUENT_90+,18748.08,0.84
616,1939,146823,87204.45,10.56,328,8,2025-11-07,1292.04,DELINQUENT_90+,184555.4,0.88
617,1946,160561,63898.05,12.37,208,33,2025-11-09,1655.12,CURRENT,214031.59,0.82
618,1949,7220,3656.24,13.85,283,47,2025-11-15,83.33,DELINQUENT_60,9865.66,0.68
619,1951,72065,47588.21,9.62,20,57,2025-11-22,577.72,DELINQUENT_90+,84528.12,0.62
620,1953,35024,16419.96,5.91,121,43,2025-11-06,172.49,DELINQUENT_60,48836.35,0.77
621,1954,64152,16967.18,12.14,312,31,2025-11-23,649.0,DELINQUENT_30,87534.15,0.86
622,1955,54557,40703.34,9.31,256,41,2025-11-23,423.27,DELINQUENT_60,65424.04,0.64
623,1961,102367,16415.96,8.32,272,27,2025-11-23,709.74,DELINQUENT_30,119990.99,0.8
624,1964,150755,41040.87,10.17,48,54,2025-11-20,1277.65,CURRENT,222886.49,0.69
625,1967,148520,130073.89,14.79,320,48,2025-11-27,1830.51,DELINQUENT_60,196094.49,0.61
626,1973,82213,10155.76,10.37,353,46,2025-11-16,710.46,DELINQUENT_60,108700.05,0.67
627,1979,7675,4725.33,11.73,188,34,2025-11-08,75.02,DELINQUENT_30,10291.91,0.85
628,1980,14467,5329.4,11.34,126,60,2025-11-17,136.71,DELINQUENT_90+,19996.88,0.81
629,1986,92940,16772.1,13.86,67,5,2025-11-23,1073.46,CURRENT,125461.51,0.73
630,1991,23622,2473.13,11.84,213,32,2025-11-29,233.07,DELINQUENT_30,26506.06,0.8
631,1992,28503,12580.41,9.16,64,10,2025-11-07,217.57,DELINQUENT_90+,37112.09,0.6
632,2000,108089,88331.13,9.61,318,51,2025-11-06,865.61,DELINQUENT_90+,137962.89,0.69
633,2005,118111,22167.2,8.92,342,31,2025-11-04,877.96,DELINQUENT_30,175959.25,0.78
634,2007,63908,46944.89,10.68,22,54,2025-11-20,568.78,DELINQUENT_30,70842.39,0.79
635,2014,44663,34255.21,6.01,86,28,2025-11-22,223.69,DELINQUENT_60,52916.51,0.79
636,2021,53931,17517.95,13.89,124,58,2025-11-05,624.25,CURRENT,61253.96,0.82
637,2023,58033,12470.57,14.49,221,48,2025-11-22,700.75,DELINQUENT_60,69609.09,0.68
638,2036,92042,47786.37,14.25,202,56,2025-11-20,1093.0,DELINQUENT_60,120529.57,0.83
639,2038,109621,96720.78,10.96,183,22,2025-11-24,1001.21,DELINQUENT_30,158303.07,0.63
640,2039,102311,33605.42,10.76,212,8,2025-11-28,917.39,DELINQUENT_30,124743.23,0.7
641,2040,122095,78932.1,6.82,96,17,2025-11-03,693.91,CURRENT,141295.2,0.84
642,2042,67809,19710.08,8.68,347,34,2025-11-20,490.49,DELINQUENT_30,97328.66,0.66
643,2044,180032,103311.35,14.54,242,35,2025-11-14,2181.39,DELINQUENT_30,255207.58,0.63
644,2045,46264,38946.41,14.41,345,15,2025-11-29,555.55,DELINQUENT_30,51979.5,0.88
645,2048,177434,87890.07,12.7,359,48,2025-11-24,1877.84,DELINQUENT_60,251071.16,0.63
646,2053,151009,34962.42,7.81,300,59,2025-11-06,982.82,CURRENT,199117.43,0.65
647,2054,100092,19835.24,13.16,17,24,2025-12-02,1097.68,DELINQUENT_30,132167.84,0.9
648,2057,34472,19682.58,9.97,191,9,2025-11-18,286.4,DELINQUENT_30,38273.19,0.62
649,2062,54361,12538.1,6.95,248,4,2025-11-19,314.84,CURRENT,77359.25,0.78
650,2068,51709,20046.73,12.29,298,28,2025-11-16,529.59,CURRENT,68960.7,0.85
651,2075,190909,77760.98,6.54,45,6,2025-11-11,1040.45,DELINQUENT_90+,270746.46,0.66
652,2079,97339,59249.08,13.27,49,50,2025-11-25,1076.41,DELINQUENT_30,140733.7,0.84
653,2081,188320,42248.24,11.16,31,3,2025-11-13,1751.38,DELINQUENT_30,251610.52,0.87
654,2085,116888,36280.29,5.87,36,32,2025-11-07,571.78,DELINQUENT_30,168675.54,0.85
655,2087,125354,37146.77,5.46,34,16,2025-11-20,570.36,DELINQUENT_30,176605.74,0.79
656,2089,137557,89454.79,13.07,107,55,2025-11-26,1498.22,CURRENT,160055.85,0.87
657,2093,28498,7290.9,14.64,31,9,2025-11-20,347.68,DELINQUENT_60,33907.3,0.87
658,2095,72704,16200.81,12.79,255,13,2025-11-28,774.9,DELINQUENT_60,88495.83,0.88
659,2105,102410,46812.98,11.56,51,28,2025-11-14,986.55,DELINQUENT_30,114952.0,0.7
660,2107,69131,30387.48,5.67,95,5,2025-11-05,326.64,DELINQUENT_90+,81234.41,0.85
661,2110,180374,161999.26,8.15,76,55,2025-11-16,1225.04,CURRENT,237967.12,0.6
662,2111,36988,26543.59,11.53,323,53,2025-11-08,355.39,CURRENT,51348.86,0.74
663,2115,193768,63484.51,9.74,277,46,2025-11-11,1572.75,DELINQUENT_60,263870.4,0.61
664,2119,177933,137512.61,5.67,29,48,2025-11-30,840.73,CURRENT,248435.36,0.75
665,2125,53460,16015.9,5.6,140,29,2025-11-27,249.48,DELINQUENT_60,62580.94,0.64
666,2134,65640,13439.69,5.8,187,37,2025-11-06,317.26,DELINQUENT_30,76749.13,0.75
667,2137,147788,78614.77,9.2,117,19,2025-11-14,1133.04,DELINQUENT_60,180557.08,0.74
668,2141,66125,18288.04,6.25,271,25,2025-11-28,344.4,DELINQUENT_30,97618.59,0.61
669,2147,85260,68435.24,8.09,190,57,2025-11-21,574.79,DELINQUENT_90+,107617.08,0.67
670,2151,186043,129763.69,14.91,343,15,2025-11-21,2311.58,CURRENT,247855.28,0.83
671,2152,13657,8012.72,5.23,166,37,2025-11-18,59.52,DELINQUENT_30,17022.0,0.65
672,2153,87505,66760.1,11.99,167,20,2025-11-10,874.32,CURRENT,109995.02,0.8
673,2156,120704,21167.39,5.79,340,26,2025-11-23,582.4,CURRENT,169503.95,0.83
674,2159,127146,31880.98,12.19,46,28,2025-11-03,1291.59,DELINQUENT_60,188186.42,0.66
675,2163,81016,47436.09,14.16,137,32,2025-11-28,955.99,DELINQUENT_60,116765.25,0.64
676,2165,177348,91539.97,9.35,130,14,2025-11-24,1381.84,CURRENT,256854.51,0.66
677,2172,75684,19583.35,13.77,339,9,2025-11-16,868.47,DELINQUENT_60,103950.7,0.72
678,2185,105008,34280.65,14.29,157,30,2025-11-10,1250.47,DELINQUENT_30,147165.27,0.75
679,2188,40746,18263.07,12.79,39,37,2025-11-14,434.28,CURRENT,55257.89,0.7
680,2190,143612,75936.74,12.07,64,5,2025-11-23,1444.5,CURRENT,205945.39,0.83
681,2193,164772,147567.65,7.18,188,15,2025-11-13,985.89,DELINQUENT_30,204009.09,0.79
682,2202,83972,18560.91,7.32,334,41,2025-11-06,512.23,DELINQUENT_30,94815.47,0.84
683,2205,175688,33439.99,8.14,324,32,2025-12-02,1191.75,CURRENT,218096.32,0.62
684,2207,176394,144789.94,5.9,174,30,2025-11-03,867.27,DELINQUENT_90+,213221.53,0.82
685,2210,45675,24042.39,7.28,249,19,2025-11-26,277.09,DELINQUENT_30,66654.56,0.87
686,2211,47826,41632.8,6.62,342,8,2025-11-17,263.84,DELINQUENT_60,69090.79,0.79
687,2215,66282,36437.53,5.09,348,26,2025-11-24,281.15,DELINQUENT_60,78626.38,0.89
688,2219,120598,18546.85,5.68,53,52,2025-11-28,570.83,DELINQUENT_30,161115.79,0.68
689,2224,77874,46096.23,11.42,155,8,2025-11-25,741.1,DELINQUENT_30,94546.86,0.73
690,2229,38306,25323.19,10.4,176,6,2025-11-07,331.99,DELINQUENT_90+,51169.37,0.75
691,2230,157443,37757.38,13.09,280,23,2025-11-19,1717.44,DELINQUENT_60,174308.18,0.88
692,2232,39708,27447.98,7.93,212,51,2025-11-12,262.4,DELINQUENT_60,50068.07,0.73
693,2238,18119,10849.43,8.86,129,1,2025-11-14,133.78,DELINQUENT_30,21277.42,0.88
694,2242,185379,51316.81,8.43,156,15,2025-11-09,1302.29,CURRENT,215346.08,0.66
695,2243,144926,65048.37,7.82,168,8,2025-11-17,944.43,DELINQUENT_60,206822.4,0.85
696,2244,194977,89984.46,12.39,179,52,2025-11-15,2013.14,CURRENT,238641.31,0.74
697,2245,70301,15220.17,11.27,32,49,2025-11-28,660.24,DELINQUENT_60,81083.07,0.86
698,2248,144176,112640.99,9.58,345,41,2025-11-12,1151.01,DELINQUENT_60,212448.17,0.66
699,2252,186819,117716.27,5.36,241,42,2025-11-15,834.46,DELINQUENT_60,208592.15,0.79
700,2259,42838,20982.88,6.13,321,35,2025-11-10,218.83,CURRENT,62165.46,0.79
701,2264,84883,18853.87,10.02,336,16,2025-12-02,708.77,DELINQUENT_60,117640.66,0.76
702,2265,162082,78985.77,10.8,245,38,2025-11-24,1458.74,DELINQUENT_90+,237463.71,0.88
703,2267,103091,62935.91,11.14,314,28,2025-11-29,957.03,CURRENT,115435.02,0.82
704,2270,72470,48118.01,11.24,179,33,2025-11-21,678.8,DELINQUENT_60,103743.58,0.82
705,2277,163488,92816.72,6.34,359,28,2025-12-02,863.76,DELINQUENT_30,207507.51,0.67
706,2278,195087,22678.42,14.27,147,52,2025-11-06,2319.91,DELINQUENT_60,244998.13,0.74
707,2281,88295,13659.77,8.16,297,34,2025-11-08,600.41,DELINQUENT_90+,112706.74,0.7
708,2283,112113,57585.87,6.72,89,59,2025-11-29,627.83,DELINQUENT_30,149558.44,0.81
709,2287,58677,41299.49,12.24,166,30,2025-12-02,598.51,DELINQUENT_90+,66518.32,0.67
710,2288,146114,18454.11,12.6,266,44,2025-11-03,1534.2,DELINQUENT_60,170360.26,0.66
711,2289,76463,56396.57,10.74,36,25,2025-12-01,684.34,DELINQUENT_90+,104936.02,0.71
712,2292,24993,16371.17,8.72,172,12,2025-11-06,181.62,DELINQUENT_30,31877.78,0.75
713,2296,7211,5333.5,6.04,59,22,2025-11-15,36.3,DELINQUENT_60,10746.64,0.67
714,2301,172321,38092.62,10.24,77,45,2025-11-04,1470.47,CURRENT,195538.57,0.81
715,2302,141519,36790.73,8.27,249,28,2025-11-13,975.3,CURRENT,180053.46,0.64
716,2303,110310,71543.97,7.82,172,14,2025-11-18,718.85,DELINQUENT_30,160381.66,0.7
717,2304,86472,28893.9,12.75,335,24,2025-11-15,918.76,CURRENT,126218.83,0.63
718,2307,119325,102219.16,13.09,270,31,2025-11-24,1301.64,DELINQUENT_60,172210.85,0.77
719,2309,21767,17440.58,5.45,138,38,2025-11-08,98.86,CURRENT,24496.94,0.78
720,2310,71305,19313.32,10.32,116,43,2025-11-28,613.22,DELINQUENT_60,104548.1,0.65
721,2311,197083,60110.36,9.86,168,18,2025-11-14,1619.37,DELINQUENT_90+,278244.5,0.77
722,2313,111496,93199.35,10.88,246,14,2025-11-22,1010.9,DELINQUENT_30,153156.07,0.88
723,2315,188057,135627.44,6.99,22,37,2025-11-29,1095.43,CURRENT,258200.81,0.66
724,2319,47282,11471.13,10.39,285,12,2025-11-13,409.38,DELINQUENT_60,62930.23,0.82
725,2320,108816,73371.97,6.89,58,23,2025-11-07,624.79,CURRENT,162139.87,0.77
726,2323,191065,162951.37,5.02,79,23,2025-11-30,799.29,CURRENT,252478.56,0.72
727,2325,49804,11198.31,11.6,56,60,2025-11-28,481.44,DELINQUENT_90+,67671.61,0.86
728,2329,164754,70431.2,13.93,166,53,2025-11-09,1912.52,DELINQUENT_30,182470.27,0.65
729,2333,149742,94866.41,8.05,322,55,2025-11-12,1004.52,CURRENT,219428.97,0.63
730,2337,53977,5893.11,9.61,300,23,2025-11-20,432.27,CURRENT,68816.32,0.67
731,2338,130008,100172.2,8.25,238,40,2025-11-30,893.8,DELINQUENT_90+,156063.94,0.88
732,2345,160561,35675.15,9.19,278,52,2025-11-09,1229.63,CURRENT,199230.11,0.63
733,2348,107443,13736.28,8.77,344,6,2025-11-25,785.23,DELINQUENT_90+,156397.31,0.82
734,2349,105787,20679.81,12.64,85,25,2025-11-13,1114.29,DELINQUENT_30,157294.45,0.9
735,2351,85752,70965.39,11.17,79,40,2025-12-02,798.21,DELINQUENT_60,102975.49,0.65
736,2353,119073,76077.42,11.28,88,7,2025-11-20,1119.29,DELINQUENT_60,159461.23,0.81
737,2354,121480,57743.74,12.38,276,17,2025-11-27,1253.27,CURRENT,165710.01,0.63
738,2360,184831,158445.77,11.8,24,34,2025-11-14,1817.5,DELINQUENT_60,260490.76,0.76
739,2361,97259,18639.67,11.86,198,35,2025-11-03,961.24,DELINQUENT_60,128964.24,0.86
740,2362,77299,54985.92,5.75,202,9,2025-11-20,370.39,DELINQUENT_90+,90321.49,0.8
741,2365,170128,146449.79,8.43,320,49,2025-11-26,1195.15,CURRENT,218297.08,0.71
742,2370,90633,30614.52,14.65,249,23,2025-11-27,1106.48,DELINQUENT_60,100874.97,0.62
743,2375,150825,39664.41,13.77,95,50,2025-11-21,1730.72,DELINQUENT_30,186997.4,0.63
744,2380,102139,89985.74,14.15,55,5,2025-11-14,1204.39,DELINQUENT_90+,131051.89,0.88
745,2384,58295,18590.69,5.17,262,35,2025-11-15,251.15,DELINQUENT_30,76965.45,0.89
746,2387,179316,23035.1,13.45,108,33,2025-11-12,2009.83,DELINQUENT_90+,198222.92,0.76
747,2389,10113,3769.6,11.54,253,42,2025-11-27,97.25,DELINQUENT_60,12342.12,0.84
748,2390,113644,72889.2,13.78,319,7,2025-11-28,1305.01,DELINQUENT_60,136728.66,0.66
749,2396,151440,77522.92,14.02,22,18,2025-11-15,1769.32,CURRENT,211801.34,0.77
750,2397,48210,13084.98,8.01,196,45,2025-11-25,321.8,CURRENT,54616.17,0.61
751,2399,89831,50424.13,14.1,293,35,2025-11-27,1055.51,DELINQUENT_90+,115451.0,0.65
752,2402,164642,30962.54,5.08,151,12,2025-11-08,696.98,DELINQUENT_60,222657.33,0.82
753,2404,12706,7993.68,7.59,244,12,2025-11-20,80.37,DELINQUENT_90+,14081.54,0.76
754,2405,106920,22507.65,8.04,99,22,2025-11-13,716.36,CURRENT,136743.13,0.69
755,2412,199254,133852.61,7.49,289,22,2025-11-30,1243.68,DELINQUENT_60,235584.92,0.83
756,2414,128810,90762.97,7.37,132,55,2025-11-14,791.11,DELINQUENT_60,190742.31,0.61
757,2415,126455,45959.57,9.95,277,10,2025-11-14,1048.52,DELINQUENT_60,183547.19,0.79
758,2421,90902,10394.09,9.89,285,6,2025-12-02,749.18,DELINQUENT_30,109666.55,0.68
759,2422,22448,9452.89,5.55,92,33,2025-11-26,103.82,DELINQUENT_60,32493.29,0.7
760,2424,29312,16675.21,7.58,343,11,2025-11-29,185.15,DELINQUENT_30,40142.36,0.8
761,2425,75580,53090.18,9.72,47,3,2025-11-26,612.2,DELINQUENT_90+,107648.06,0.62
762,2427,119913,27521.27,13.74,45,55,2025-11-10,1373.0,DELINQUENT_30,161115.19,0.66
763,2428,125912,73244.9,6.19,347,52,2025-11-07,649.5,DELINQUENT_60,166072.79,0.89
764,2434,57701,8176.35,7.4,136,59,2025-11-25,355.82,CURRENT,82432.55,0.79
765,2438,150451,47516.68,9.35,56,34,2025-11-19,1172.26,DELINQUENT_90+,225496.76,0.83
766,2441,60759,30499.08,14.27,197,54,2025-11-16,722.53,DELINQUENT_30,80740.84,0.87
767,2447,63847,42994.93,7.1,141,60,2025-11-04,377.76,DELINQUENT_60,79387.94,0.79
768,2451,14681,7610.84,6.12,103,48,2025-11-29,74.87,CURRENT,16553.64,0.68
769,2453,190826,85568.01,8.4,46,35,2025-11-05,1335.78,CURRENT,213103.94,0.75
770,2456,175538,18682.96,7.95,262,57,2025-11-05,1162.94,CURRENT,208188.38,0.62
771,2457,139899,63554.91,12.76,243,41,2025-11-26,1487.59,DELINQUENT_90+,172259.49,0.6
772,2458,180634,101790.81,11.15,44,38,2025-11-27,1678.39,DELINQUENT_30,256870.59,0.81
773,2459,102179,26918.16,9.38,189,59,2025-11-07,798.7,DELINQUENT_60,114431.05,0.89
774,2462,18459,6181.93,6.79,287,60,2025-11-28,104.45,CURRENT,24642.76,0.85
775,2465,164497,135588.88,14.07,349,33,2025-11-16,1928.73,DELINQUENT_60,232811.5,0.89
776,2466,126142,52653.77,5.14,325,50,2025-11-16,540.31,DELINQUENT_90+,187823.6,0.88
777,2469,135112,87635.38,12.61,64,48,2025-11-26,1419.8,DELINQUENT_60,187688.44,0.7
778,2473,34904,28218.65,12.75,82,30,2025-11-24,370.86,CURRENT,40117.62,0.73
779,2475,93227,11735.57,10.76,162,12,2025-11-17,835.94,DELINQUENT_30,106208.48,0.62
780,2477,121731,33055.68,9.68,83,27,2025-11-23,981.96,DELINQUENT_30,144365.08,0.66
781,2479,158406,122748.36,7.08,241,43,2025-11-21,934.6,CURRENT,177558.06,0.81
782,2480,169627,59811.97,13.29,241,47,2025-12-01,1878.62,DELINQUENT_60,225096.09,0.87
783,2481,137275,114261.53,10.38,12,35,2025-11-11,1187.43,DELINQUENT_90+,193304.69,0.87
784,2484,108432,50632.03,5.2,42,20,2025-11-03,469.87,DELINQUENT_60,142113.17,0.86
785,2485,155909,66360.61,7.41,307,25,2025-11-15,962.74,DELINQUENT_30,178861.35,0.61
786,2486,70174,43751.67,14.59,158,28,2025-11-19,853.2,DELINQUENT_30,79341.13,0.83
787,2488,36788,16320.95,7.43,202,1,2025-11-03,227.78,CURRENT,52684.39,0.75
788,2490,31493,27912.0,13.56,120,59,2025-11-26,355.87,DELINQUENT_30,42009.64,0.81
789,2492,60621,46115.93,12.15,148,24,2025-11-09,613.79,DELINQUENT_60,76612.6,0.89
790,2499,117774,102646.65,5.9,79,18,2025-11-15,579.06,DELINQUENT_90+,140456.89,0.89
791,2501,103454,13948.57,7.39,66,48,2025-11-17,637.1,DELINQUENT_60,123613.85,0.77
792,2503,104570,24842.19,7.9,286,38,2025-12-01,688.42,DELINQUENT_60,142935.0,0.86
793,2507,175434,42117.0,8.78,318,17,2025-12-02,1283.59,DELINQUENT_30,208386.75,0.8
794,2510,14165,10365.97,13.93,267,53,2025-11-22,164.43,DELINQUENT_60,17033.02,0.64
795,2512,171412,45135.74,14.19,45,19,2025-11-28,2026.95,DELINQUENT_60,245999.82,0.85
796,2515,133559,73313.95,14.8,324,40,2025-11-22,1647.23,CURRENT,174544.57,0.9
797,2516,42410,21190.63,9.87,331,39,2025-11-16,348.82,CURRENT,47450.86,0.87
798,2517,40211,23997.54,14.34,102,19,2025-11-16,480.52,DELINQUENT_60,52552.73,0.65
799,2519,35424,24258.19,10.29,145,54,2025-11-16,303.76,CURRENT,41584.6,0.69
800,2524,138469,19056.92,9.54,157,24,2025-11-04,1100.83,DELINQUENT_90+,203778.23,0.82
801,2528,37318,23361.96,9.54,351,41,2025-12-01,296.68,CURRENT,45384.64,0.66
802,2530,32697,28187.29,12.58,312,51,2025-11-11,342.77,DELINQUENT_90+,36260.96,0.77
803,2531,193964,23576.81,12.66,160,25,2025-11-10,2046.32,DELINQUENT_90+,243067.37,0.8
804,2533,134346,110065.33,7.06,42,58,2025-11-18,790.4,CURRENT,149112.03,0.67
805,2534,175891,70269.84,12.47,50,38,2025-11-03,1827.8,DELINQUENT_60,248285.18,0.81
806,2538,34548,12373.23,14.42,215,20,2025-12-01,415.15,DELINQUENT_60,38475.51,0.75
807,2540,53834,7811.72,10.45,297,8,2025-11-22,468.8,CURRENT,69519.98,0.62
808,2541,96404,48343.75,7.65,191,3,2025-11-05,614.58,DELINQUENT_30,137514.59,0.88
809,2544,126064,33850.33,6.34,40,29,2025-11-26,666.04,DELINQUENT_60,162443.89,0.86
810,2545,78268,65919.68,5.66,293,21,2025-11-11,369.16,DELINQUENT_90+,90495.86,0.8
811,2546,185916,52722.38,9.95,26,23,2025-11-21,1541.55,DELINQUENT_60,229892.7,0.65
812,2550,171275,103027.47,14.24,181,23,2025-11-09,2032.46,DELINQUENT_30,199100.86,0.8
813,2551,77626,40001.66,10.44,19,4,2025-11-28,675.35,DELINQUENT_90+,116108.45,0.74
814,2552,158978,22197.2,12.3,326,58,2025-11-16,1629.52,DELINQUENT_90+,195365.32,0.8
815,2553,107177,42763.95,14.83,136,14,2025-11-28,1324.53,DELINQUENT_60,158986.78,0.78
816,2554,53059,14441.77,6.77,12,30,2025-11-25,299.34,DELINQUENT_30,71387.51,0.64
817,2560,8145,3262.23,6.49,220,21,2025-11-28,44.05,DELINQUENT_30,9715.44,0.89
818,2561,187048,91090.16,11.53,341,35,2025-11-26,1797.22,DELINQUENT_30,219927.79,0.88
819,2562,14213,7887.85,5.32,196,15,2025-11-04,63.01,DELINQUENT_30,19219.65,0.72
820,2568,92435,63196.04,14.55,97,48,2025-11-07,1120.77,DELINQUENT_30,132558.31,0.85
821,2570,54678,41245.16,12.53,150,53,2025-11-24,570.93,DELINQUENT_30,60704.29,0.8
822,2571,123350,87117.62,6.72,301,19,2025-11-24,690.76,CURRENT,168530.84,0.61
823,2575,36444,14800.16,5.25,244,6,2025-11-18,159.44,DELINQUENT_60,52186.26,0.73
824,2578,48826,8047.24,10.47,151,52,2025-11-29,426.01,DELINQUENT_90+,62179.98,0.73
825,2584,75746,51635.9,12.55,358,20,2025-11-28,792.18,DELINQUENT_30,90038.36,0.71
826,2586,199486,54208.7,13.23,329,57,2025-11-11,2199.33,DELINQUENT_90+,229235.89,0.83
827,2590,112210,51407.86,5.79,102,29,2025-11-24,541.41,CURRENT,161991.67,0.71
828,2592,40110,20330.03,7.7,341,44,2025-11-23,257.37,DELINQUENT_90+,53907.68,0.65
829,2593,99133,60360.92,10.84,252,40,2025-11-17,895.5,CURRENT,131751.63,0.81
