contract_id,client_id,product_id,contract_number,start_date,end_date,contract_amount,interest_rate,status,monthly_payment,created_date
3499,605,11,CNT00003499,2025-06-17,2027-03-14,16660,9.25,SUSPENDED,128.42,2025-06-17
3500,1041,10,CNT00003500,2022-04-10,2027-07-06,48020,7.39,ACTIVE,295.72,2022-04-10
3501,660,10,CNT00003501,2025-04-11,2030-06-20,45099,4.82,CLOSED,181.15,2025-04-11
3502,2687,9,CNT00003502,2025-08-16,2026-12-13,47871,1.37,SUSPENDED,54.65,2025-08-16
3503,2072,6,CNT00003503,2023-06-22,2032-04-13,159235,9.58,PENDING,1271.23,2023-06-22
3504,2698,5,CNT00003504,2024-06-08,2032-01-18,88051,7.14,CLOSED,523.9,2024-06-08
3505,1008,11,CNT00003505,2025-10-21,2034-07-09,629,2.9,SUSPENDED,1.52,2025-10-21
3506,2089,11,CNT00003506,2024-09-09,2028-11-21,16081,4.41,PENDING,59.1,2024-09-09
3507,792,5,CNT00003507,2025-04-19,2031-01-23,29840,10.14,ACTIVE,252.15,2025-04-19
3508,1149,1,CNT00003508,2025-01-26,2033-11-25,34725,8.04,ACTIVE,232.66,2025-01-26
3509,2725,2,CNT00003509,2025-06-10,2027-02-09,6647,7.23,PENDING,40.05,2025-06-10
3510,2073,3,CNT00003510,2024-03-11,2027-12-02,5721,3.12,ACTIVE,14.87,2024-03-11
3511,1099,4,CNT00003511,2025-09-17,2030-05-08,29143,14.38,SUSPENDED,349.23,2025-09-17
3512,1225,6,CNT00003512,2023-04-03,2026-10-26,118543,9.81,PENDING,969.09,2023-04-03
3513,1783,11,CNT00003513,2022-02-22,2025-01-21,41473,1.04,ACTIVE,35.94,2022-02-22
3514,1248,4,CNT00003514,2025-02-02,2031-07-16,148786,5.78,PENDING,716.65,2025-02-02
3515,1192,2,CNT00003515,2024-02-18,2026-03-22,3071,6.15,PENDING,15.74,2024-02-18
3516,2162,11,CNT00003516,2024-06-28,2032-07-25,34473,3.2,SUSPENDED,91.93,2024-06-28
3517,1481,2,CNT00003517,2023-08-11,2026-01-19,21770,7.61,ACTIVE,138.06,2023-08-11
3518,1652,11,CNT00003518,2025-08-31,2031-03-23,42194,5.48,ACTIVE,192.69,2025-08-31
3519,667,11,CNT00003519,2025-09-28,2028-05-04,28137,8.22,CLOSED,192.74,2025-09-28
3520,1813,9,CNT00003520,2024-12-13,2026-10-24,95566,1.29,SUSPENDED,102.73,2024-12-13
3521,2541,6,CNT00003521,2024-02-04,2027-02-07,190264,12.43,ACTIVE,1970.82,2024-02-04
3522,1716,1,CNT00003522,2025-04-25,2030-11-05,2278,0.53,CLOSED,1.01,2025-04-25
3523,1208,4,CNT00003523,2024-01-23,2025-09-01,53501,14.59,PENDING,650.48,2024-01-23
3524,1689,3,CNT00003524,2022-07-29,2027-05-02,42503,6.91,SUSPENDED,244.75,2022-07-29
3525,1296,6,CNT00003525,2025-10-12,2034-07-30,9945,11.75,CLOSED,97.38,2025-10-12
3526,1628,10,CNT00003526,2022-12-08,2025-10-26,18994,7.41,ACTIVE,117.29,2022-12-08
3527,1177,11,CNT00003527,2023-11-10,2028-02-06,10153,0.27,PENDING,2.28,2023-11-10
3528,1671,9,CNT00003528,2024-11-27,2028-02-03,5806,1.41,ACTIVE,6.82,2024-11-27
3529,2658,1,CNT00003529,2023-06-05,2027-04-18,21055,7.39,CLOSED,129.66,2023-06-05
3530,2048,8,CNT00003530,2025-07-05,2026-02-09,13510,4.93,PENDING,55.5,2025-07-05
3531,116,11,CNT00003531,2025-09-01,2031-06-05,16474,2.06,CLOSED,28.28,2025-09-01
3532,2786,11,CNT00003532,2024-08-23,2027-02-01,8992,8.53,SUSPENDED,63.92,2024-08-23
3533,1951,2,CNT00003533,2023-03-23,2024-08-22,2164,9.91,CLOSED,17.87,2023-03-23
3534,1588,12,CNT00003534,2024-05-20,2031-12-19,39207,6.84,CLOSED,223.48,2024-05-20
3535,95,4,CNT00003535,2025-06-01,2026-12-11,102632,8.78,ACTIVE,750.92,2025-06-01
3536,1251,1,CNT00003536,2025-10-12,2027-11-07,43567,7.39,ACTIVE,268.3,2025-10-12
3537,390,5,CNT00003537,2025-03-31,2027-02-03,34850,12.58,SUSPENDED,365.34,2025-03-31
3538,2118,4,CNT00003538,2024-10-04,2031-10-01,85411,7.09,ACTIVE,504.64,2024-10-04
3539,2268,9,CNT00003539,2025-03-28,2026-10-23,30861,3.57,SUSPENDED,91.81,2025-03-28
3540,2018,6,CNT00003540,2024-08-13,2027-08-26,140534,8.79,ACTIVE,1029.41,2024-08-13
3541,2026,7,CNT00003541,2023-10-06,2028-09-20,29138,1.63,SUSPENDED,39.58,2023-10-06
3542,931,3,CNT00003542,2025-03-13,2029-12-16,27082,6.79,SUSPENDED,153.24,2025-03-13
3543,2239,1,CNT00003543,2024-04-02,2026-09-01,14293,3.04,PENDING,36.21,2024-04-02
3544,2241,4,CNT00003544,2024-08-19,2028-12-23,83105,11.09,PENDING,768.03,2024-08-19
3545,2962,5,CNT00003545,2025-07-09,2035-05-31,6304,6.73,PENDING,35.35,2025-07-09
3546,2864,1,CNT00003546,2023-06-21,2029-04-13,12769,2.68,ACTIVE,28.52,2023-06-21
3547,737,3,CNT00003547,2022-09-07,2031-11-12,38329,9.51,CLOSED,303.76,2022-09-07
3548,663,5,CNT00003548,2023-02-10,2029-01-05,123965,11.37,PENDING,1174.57,2023-02-10
3549,1642,6,CNT00003549,2023-05-14,2031-05-17,68570,7.77,SUSPENDED,443.99,2023-05-14
3550,1546,3,CNT00003550,2024-12-17,2027-12-13,40852,4.72,CLOSED,160.68,2024-12-17
3551,1376,11,CNT00003551,2025-05-15,2030-05-13,26626,8.35,ACTIVE,185.27,2025-05-15
3552,1374,3,CNT00003552,2022-06-13,2027-03-14,45212,1.78,PENDING,67.06,2022-06-13
3553,1750,9,CNT00003553,2025-01-21,2027-10-25,49618,4.26,ACTIVE,176.14,2025-01-21
3554,1785,8,CNT00003554,2025-04-22,2027-04-19,64953,4.06,PENDING,219.76,2025-04-22
3555,718,9,CNT00003555,2021-09-16,2023-01-31,49461,4.15,ACTIVE,171.05,2021-09-16
3556,2892,10,CNT00003556,2023-03-03,2031-02-11,27399,4.16,ACTIVE,94.98,2023-03-03
3557,2650,10,CNT00003557,2023-09-24,2027-09-19,31080,7.83,SUSPENDED,202.8,2023-09-24
3558,1272,3,CNT00003558,2025-10-13,2029-03-28,16432,4.04,SUSPENDED,55.32,2025-10-13
3559,252,4,CNT00003559,2023-12-25,2026-10-07,80639,13.78,SUSPENDED,926.0,2023-12-25
3560,474,5,CNT00003560,2025-04-25,2034-11-21,108234,9.34,SUSPENDED,842.42,2025-04-25
3561,2693,3,CNT00003561,2025-04-20,2033-10-11,15391,3.38,PENDING,43.35,2025-04-20
3562,1004,4,CNT00003562,2025-08-23,2028-01-26,171144,13.81,SUSPENDED,1969.58,2025-08-23
3563,390,8,CNT00003563,2023-05-26,2028-01-31,33747,1.62,CLOSED,45.56,2023-05-26
3564,2603,4,CNT00003564,2023-05-27,2032-04-30,106779,9.94,CLOSED,884.49,2023-05-27
3565,748,7,CNT00003565,2024-06-03,2026-08-01,14534,2.36,ACTIVE,28.58,2024-06-03
3566,450,8,CNT00003566,2023-09-03,2025-01-15,85011,2.83,PENDING,200.48,2023-09-03
3567,1750,2,CNT00003567,2024-06-11,2027-08-24,48920,6.25,CLOSED,254.79,2024-06-11
3568,950,7,CNT00003568,2025-08-01,2027-11-22,36579,1.85,SUSPENDED,56.39,2025-08-01
3569,2740,11,CNT00003569,2024-06-28,2030-02-04,36048,3.29,PENDING,98.83,2024-06-28
3570,824,12,CNT00003570,2024-11-02,2028-08-07,180310,10.78,PENDING,1619.78,2024-11-02
3571,2293,7,CNT00003571,2022-09-23,2027-08-15,14273,2.57,CLOSED,30.57,2022-09-23
3572,1677,9,CNT00003572,2025-05-24,2027-07-19,75122,2.88,CLOSED,180.29,2025-05-24
3573,1997,2,CNT00003573,2025-09-21,2033-08-17,39973,7.52,ACTIVE,250.5,2025-09-21
3574,1488,7,CNT00003574,2022-12-22,2025-10-17,13606,2.42,CLOSED,27.44,2022-12-22
3575,190,3,CNT00003575,2023-09-08,2032-03-28,32874,0.83,PENDING,22.74,2023-09-08
3576,194,8,CNT00003576,2025-04-30,2030-03-15,68537,3.62,PENDING,206.75,2025-04-30
3577,183,5,CNT00003577,2024-02-25,2026-02-21,12661,7.45,PENDING,78.6,2024-02-25
3578,2289,8,CNT00003578,2025-01-18,2026-09-16,63126,1.52,ACTIVE,79.96,2025-01-18
3579,2711,5,CNT00003579,2024-03-29,2030-07-12,186176,6.66,ACTIVE,1033.28,2024-03-29
3580,1463,9,CNT00003580,2025-03-01,2026-03-11,36896,3.15,PENDING,96.85,2025-03-01
3581,434,12,CNT00003581,2025-08-26,2032-01-21,150199,14.04,ACTIVE,1757.33,2025-08-26
3582,1905,8,CNT00003582,2025-04-24,2028-12-02,19341,2.55,SUSPENDED,41.1,2025-04-24
3583,2657,11,CNT00003583,2025-07-02,2032-12-07,13731,1.18,ACTIVE,13.5,2025-07-02
3584,2475,10,CNT00003584,2025-10-06,2029-12-18,26198,7.84,SUSPENDED,171.16,2025-10-06
3585,636,7,CNT00003585,2025-03-08,2030-01-24,58936,2.59,SUSPENDED,127.2,2025-03-08
3586,559,1,CNT00003586,2025-03-14,2033-05-27,18317,8.38,CLOSED,127.91,2025-03-14
3587,1292,3,CNT00003587,2024-02-26,2029-07-05,46141,2.97,PENDING,114.2,2024-02-26
3588,2677,2,CNT00003588,2024-04-16,2027-08-04,12634,5.98,PENDING,62.96,2024-04-16
3589,2406,9,CNT00003589,2024-04-26,2025-08-03,99048,4.72,SUSPENDED,389.59,2024-04-26
3590,1141,9,CNT00003590,2025-08-17,2026-03-08,29210,2.58,SUSPENDED,62.8,2025-08-17
3591,2050,4,CNT00003591,2024-12-24,2031-08-26,179311,5.8,ACTIVE,866.67,2024-12-24
3592,2505,12,CNT00003592,2025-02-08,2028-02-21,173304,9.14,PENDING,1320.0,2025-02-08
3593,532,11,CNT00003593,2024-10-06,2033-10-27,19245,5.67,ACTIVE,90.93,2024-10-06
3594,825,5,CNT00003594,2024-10-03,2032-09-17,112478,9.51,ACTIVE,891.39,2024-10-03
3595,2109,12,CNT00003595,2025-10-06,2031-05-19,183763,13.89,CLOSED,2127.06,2025-10-06
3596,379,12,CNT00003596,2025-10-27,2029-04-08,91150,7.21,ACTIVE,547.66,2025-10-27
3597,2568,9,CNT00003597,2022-02-19,2022-10-24,14746,4.82,ACTIVE,59.23,2022-02-19
3598,988,2,CNT00003598,2025-07-12,2028-06-06,23031,7.85,ACTIVE,150.66,2025-07-12
3599,1514,6,CNT00003599,2025-03-26,2027-07-04,110212,12.76,CLOSED,1171.92,2025-03-26
3600,1169,10,CNT00003600,2025-10-05,2033-02-15,39528,2.72,ACTIVE,89.6,2025-10-05
3601,666,9,CNT00003601,2022-08-03,2027-05-08,99874,1.33,CLOSED,110.69,2022-08-03
3602,992,9,CNT00003602,2024-08-14,2026-05-30,36674,4.89,CLOSED,149.45,2024-08-14
3603,1115,10,CNT00003603,2023-12-04,2030-04-06,43739,4.19,PENDING,152.72,2023-12-04
3604,1408,12,CNT00003604,2024-12-12,2033-04-24,58770,14.57,SUSPENDED,713.57,2024-12-12
3605,859,9,CNT00003605,2025-07-05,2028-12-28,14158,2.13,SUSPENDED,25.13,2025-07-05
3606,2399,7,CNT00003606,2025-10-11,2026-10-07,96468,1.25,ACTIVE,100.49,2025-10-11
3607,939,7,CNT00003607,2023-08-29,2026-08-02,65700,3.4,ACTIVE,186.15,2023-08-29
3608,1827,6,CNT00003608,2025-05-16,2027-03-14,70810,14.09,ACTIVE,831.43,2025-05-16
3609,307,6,CNT00003609,2023-07-09,2025-09-05,109977,5.1,SUSPENDED,467.4,2023-07-09
3610,747,7,CNT00003610,2025-10-11,2029-07-06,86780,3.84,ACTIVE,277.7,2025-10-11
3611,2331,8,CNT00003611,2025-01-12,2029-11-07,4265,1.19,SUSPENDED,4.23,2025-01-12
3612,2502,7,CNT00003612,2025-03-14,2029-05-15,22174,4.57,ACTIVE,84.45,2025-03-14
3613,942,2,CNT00003613,2025-05-23,2028-01-29,34810,5.62,PENDING,163.03,2025-05-23
3614,2530,12,CNT00003614,2022-04-30,2028-01-02,36213,9.04,ACTIVE,272.8,2022-04-30
3615,1912,7,CNT00003615,2025-06-19,2030-02-24,10483,4.5,ACTIVE,39.31,2025-06-19
3616,191,3,CNT00003616,2021-11-10,2025-08-15,19235,1.44,CLOSED,23.08,2021-11-10
3617,233,9,CNT00003617,2024-06-20,2026-05-29,66790,4.58,SUSPENDED,254.92,2024-06-20
3618,2573,9,CNT00003618,2025-10-10,2027-12-18,73550,2.04,CLOSED,125.04,2025-10-10
3619,168,8,CNT00003619,2024-01-19,2024-11-16,28463,2.28,ACTIVE,54.08,2024-01-19
3620,1813,4,CNT00003620,2025-01-22,2030-10-30,21091,11.95,ACTIVE,210.03,2025-01-22
3621,1861,2,CNT00003621,2025-06-10,2031-11-20,38876,1.0,PENDING,32.4,2025-06-10
3622,930,2,CNT00003622,2025-06-24,2027-02-19,5332,3.24,PENDING,14.4,2025-06-24
3623,590,5,CNT00003623,2023-11-26,2026-01-04,188996,13.84,PENDING,2179.75,2023-11-26
3624,566,10,CNT00003624,2024-02-09,2026-05-29,13422,8.77,ACTIVE,98.09,2024-02-09
3625,1036,5,CNT00003625,2024-04-16,2031-10-29,183741,8.09,ACTIVE,1238.72,2024-04-16
3626,2299,6,CNT00003626,2025-05-17,2027-11-22,84548,14.06,ACTIVE,990.62,2025-05-17
3627,1835,1,CNT00003627,2024-10-26,2027-08-18,34228,5.56,ACTIVE,158.59,2024-10-26
3628,467,4,CNT00003628,2025-10-16,2030-01-13,29121,6.19,PENDING,150.22,2025-10-16
3629,2188,5,CNT00003629,2023-03-28,2031-04-28,83400,8.17,PENDING,567.81,2023-03-28
3630,2846,3,CNT00003630,2025-02-18,2033-12-13,5020,7.73,CLOSED,32.34,2025-02-18
3631,2483,6,CNT00003631,2025-06-07,2031-04-28,129895,13.49,SUSPENDED,1460.24,2025-06-07
3632,1876,2,CNT00003632,2024-09-27,2031-03-30,25040,2.95,PENDING,61.56,2024-09-27
3633,213,8,CNT00003633,2024-10-29,2026-05-16,80324,1.29,ACTIVE,86.35,2024-10-29
3634,2447,5,CNT00003634,2025-10-16,2027-03-18,172025,9.99,ACTIVE,1432.11,2025-10-16
3635,854,6,CNT00003635,2025-02-17,2033-07-03,104339,6.22,SUSPENDED,540.82,2025-02-17
3636,290,4,CNT00003636,2023-01-04,2025-11-27,70405,11.41,ACTIVE,669.43,2023-01-04
3637,372,7,CNT00003637,2025-10-23,2028-04-03,38219,4.51,ACTIVE,143.64,2025-10-23
3638,1758,7,CNT00003638,2025-04-20,2029-10-10,32125,1.33,SUSPENDED,35.61,2025-04-20
3639,519,4,CNT00003639,2023-01-28,2026-07-08,91899,5.51,PENDING,421.97,2023-01-28
3640,2754,5,CNT00003640,2024-08-15,2033-01-16,53639,8.89,PENDING,397.38,2024-08-15
3641,2614,10,CNT00003641,2024-10-06,2031-11-28,16698,8.14,SUSPENDED,113.27,2024-10-06
3642,1240,3,CNT00003642,2022-08-27,2025-07-11,21279,1.76,PENDING,31.21,2022-08-27
3643,1609,1,CNT00003643,2025-02-21,2034-06-08,20539,8.93,ACTIVE,152.84,2025-02-21
3644,1866,7,CNT00003644,2023-05-29,2024-09-04,83968,2.45,PENDING,171.43,2023-05-29
3645,390,2,CNT00003645,2025-06-29,2034-07-28,4360,9.34,PENDING,33.94,2025-06-29
3646,314,6,CNT00003646,2024-08-27,2032-03-14,147292,10.97,SUSPENDED,1346.49,2024-08-27
3647,2180,6,CNT00003647,2022-09-16,2029-07-18,142812,14.15,SUSPENDED,1683.99,2022-09-16
3648,333,1,CNT00003648,2025-09-24,2031-07-04,25687,6.05,CLOSED,129.51,2025-09-24
3649,2676,12,CNT00003649,2021-06-20,2023-02-14,13028,8.69,SUSPENDED,94.34,2021-06-20
3650,504,6,CNT00003650,2024-07-19,2030-05-26,123336,8.48,PENDING,871.57,2024-07-19
3651,2959,12,CNT00003651,2025-05-08,2028-09-06,100845,8.64,SUSPENDED,726.08,2025-05-08
3652,2259,8,CNT00003652,2025-05-09,2026-08-30,25147,2.79,ACTIVE,58.47,2025-05-09
3653,2052,1,CNT00003653,2024-11-22,2031-01-01,10327,3.9,CLOSED,33.56,2024-11-22
3654,1259,2,CNT00003654,2025-11-02,2035-05-13,42921,3.62,SUSPENDED,129.48,2025-11-02
3655,1598,6,CNT00003655,2025-03-03,2026-06-17,72892,8.83,ACTIVE,536.36,2025-03-03
3656,123,6,CNT00003656,2024-09-15,2031-01-18,10912,11.63,ACTIVE,105.76,2024-09-15
3657,1973,8,CNT00003657,2023-01-17,2025-03-09,86709,4.68,ACTIVE,338.17,2023-01-17
3658,2397,3,CNT00003658,2025-03-24,2028-09-20,433,9.87,PENDING,3.56,2025-03-24
3659,2252,12,CNT00003659,2025-06-15,2032-02-29,174943,14.56,PENDING,2122.64,2025-06-15
3660,814,4,CNT00003660,2024-10-04,2027-10-11,73334,5.41,PENDING,330.61,2024-10-04
3661,399,9,CNT00003661,2023-04-13,2028-02-19,14448,4.51,ACTIVE,54.3,2023-04-13
3662,1660,12,CNT00003662,2025-10-19,2033-12-14,112964,9.09,ACTIVE,855.7,2025-10-19
3663,2854,2,CNT00003663,2025-08-05,2034-02-17,17922,9.88,ACTIVE,147.56,2025-08-05
3664,79,1,CNT00003664,2025-10-28,2032-04-09,8985,5.36,ACTIVE,40.13,2025-10-28
3665,2115,6,CNT00003665,2025-04-22,2031-08-06,111861,6.69,ACTIVE,623.63,2025-04-22
3666,1402,8,CNT00003666,2023-11-15,2025-01-17,47029,4.48,CLOSED,175.57,2023-11-15
3667,2026,1,CNT00003667,2022-06-27,2025-01-20,15131,1.43,CLOSED,18.03,2022-06-27
3668,2446,8,CNT00003668,2024-08-06,2026-02-07,23936,3.22,SUSPENDED,64.23,2024-08-06
3669,2016,10,CNT00003669,2025-09-26,2026-11-18,35230,2.78,SUSPENDED,81.62,2025-09-26
3670,1658,6,CNT00003670,2025-08-27,2028-05-25,142890,6.93,SUSPENDED,825.19,2025-08-27
3671,882,10,CNT00003671,2023-10-25,2025-03-03,184,2.73,ACTIVE,0.42,2023-10-25
3672,661,3,CNT00003672,2025-10-23,2034-12-14,49337,5.54,PENDING,227.77,2025-10-23
3673,1887,11,CNT00003673,2023-03-15,2030-12-27,7690,2.28,ACTIVE,14.61,2023-03-15
3674,2268,4,CNT00003674,2024-12-03,2033-10-27,35267,14.36,SUSPENDED,422.03,2024-12-03
3675,421,12,CNT00003675,2025-10-22,2034-04-15,12786,13.26,SUSPENDED,141.29,2025-10-22
3676,601,11,CNT00003676,2025-05-22,2028-07-25,20985,9.67,PENDING,169.1,2025-05-22
3677,405,8,CNT00003677,2025-08-25,2026-12-16,22591,4.06,CLOSED,76.43,2025-08-25
3678,1972,11,CNT00003678,2025-10-23,2026-11-23,28718,2.89,SUSPENDED,69.16,2025-10-23
3679,276,5,CNT00003679,2025-06-16,2031-12-11,150889,14.81,PENDING,1862.22,2025-06-16
3680,619,6,CNT00003680,2024-10-12,2031-08-29,67983,5.29,ACTIVE,299.69,2024-10-12
3681,2867,1,CNT00003681,2025-07-14,2027-05-08,1655,8.95,ACTIVE,12.34,2025-07-14
3682,2521,2,CNT00003682,2025-08-09,2033-07-30,18954,9.1,SUSPENDED,143.73,2025-08-09
3683,2787,10,CNT00003683,2025-03-13,2028-11-30,19844,0.77,SUSPENDED,12.73,2025-03-13
3684,1129,2,CNT00003684,2025-01-15,2034-07-21,8373,7.87,ACTIVE,54.91,2025-01-15
3685,381,3,CNT00003685,2025-04-19,2033-08-26,17312,2.88,PENDING,41.55,2025-04-19
3686,2569,10,CNT00003686,2024-03-22,2034-03-11,29862,2.88,CLOSED,71.67,2024-03-22
3687,326,6,CNT00003687,2025-07-16,2032-09-17,14545,6.75,CLOSED,81.82,2025-07-16
3688,2882,8,CNT00003688,2025-09-11,2026-04-25,51531,1.89,SUSPENDED,81.16,2025-09-11
3689,17,3,CNT00003689,2024-10-09,2031-05-09,36750,6.42,ACTIVE,196.61,2024-10-09
3690,1555,11,CNT00003690,2024-05-19,2032-12-07,14999,4.65,ACTIVE,58.12,2024-05-19
3691,2547,4,CNT00003691,2025-09-07,2034-03-03,43249,5.97,PENDING,215.16,2025-09-07
3692,1760,10,CNT00003692,2022-11-08,2026-08-30,15799,8.22,PENDING,108.22,2022-11-08
3693,2484,1,CNT00003693,2025-02-01,2032-10-09,37829,0.14,SUSPENDED,4.41,2025-02-01
3694,2690,9,CNT00003694,2023-03-14,2026-10-15,43357,4.83,PENDING,174.51,2023-03-14
3695,2988,4,CNT00003695,2025-09-17,2035-07-04,102538,10.92,SUSPENDED,933.1,2025-09-17
3696,494,7,CNT00003696,2025-07-13,2029-12-08,3733,3.18,SUSPENDED,9.89,2025-07-13
3697,559,9,CNT00003697,2024-11-06,2026-05-22,76486,4.58,ACTIVE,291.92,2024-11-06
3698,1758,9,CNT00003698,2024-01-25,2026-11-28,80002,4.86,ACTIVE,324.01,2024-01-25
3699,2033,12,CNT00003699,2025-09-26,2034-06-20,83128,8.59,CLOSED,595.06,2025-09-26
3700,974,7,CNT00003700,2025-08-27,2029-01-22,80657,4.2,PENDING,282.3,2025-08-27
3701,114,5,CNT00003701,2025-10-29,2026-12-28,103897,5.67,ACTIVE,490.91,2025-10-29
3702,875,5,CNT00003702,2024-08-28,2030-01-05,91916,9.2,CLOSED,704.69,2024-08-28
3703,702,2,CNT00003703,2025-09-20,2029-05-03,29745,7.56,SUSPENDED,187.39,2025-09-20
3704,807,12,CNT00003704,2025-09-01,2031-08-24,16332,5.83,SUSPENDED,79.35,2025-09-01
3705,2819,10,CNT00003705,2024-03-14,2026-10-24,29208,4.14,CLOSED,100.77,2024-03-14
3706,1253,4,CNT00003706,2023-10-10,2029-06-18,179032,10.6,SUSPENDED,1581.45,2023-10-10
3707,291,8,CNT00003707,2025-10-04,2029-07-18,73330,1.23,SUSPENDED,75.16,2025-10-04
3708,2459,4,CNT00003708,2024-08-20,2028-02-06,171466,5.2,SUSPENDED,743.02,2024-08-20
3709,2264,5,CNT00003709,2025-10-30,2029-01-03,130543,12.23,CLOSED,1330.45,2025-10-30
3710,2667,5,CNT00003710,2023-08-15,2031-10-19,165660,13.49,SUSPENDED,1862.29,2023-08-15
3711,2027,9,CNT00003711,2022-11-04,2024-11-04,40491,2.84,PENDING,95.83,2022-11-04
3712,2230,9,CNT00003712,2025-05-22,2026-11-22,43350,4.21,ACTIVE,152.09,2025-05-22
3713,2505,12,CNT00003713,2025-05-08,2032-04-23,78920,11.75,CLOSED,772.76,2025-05-08
3714,2093,2,CNT00003714,2024-12-01,2034-04-05,9329,9.01,CLOSED,70.05,2024-12-01
3715,223,11,CNT00003715,2025-05-25,2028-10-11,19857,5.12,ACTIVE,84.72,2025-05-25
3716,1730,2,CNT00003716,2025-10-25,2029-11-19,5343,4.54,CLOSED,20.21,2025-10-25
3717,38,1,CNT00003717,2025-11-02,2030-04-15,7348,7.2,SUSPENDED,44.09,2025-11-02
3718,303,9,CNT00003718,2024-12-24,2026-11-09,53208,3.4,SUSPENDED,150.76,2024-12-24
3719,771,9,CNT00003719,2025-03-12,2028-09-06,45307,2.26,SUSPENDED,85.33,2025-03-12
3720,64,6,CNT00003720,2023-02-06,2030-08-28,12548,8.84,PENDING,92.44,2023-02-06
3721,1895,2,CNT00003721,2023-08-15,2030-12-07,24926,0.15,SUSPENDED,3.12,2023-08-15
3722,1950,1,CNT00003722,2024-08-22,2027-06-26,24277,4.52,CLOSED,91.44,2024-08-22
3723,2623,6,CNT00003723,2022-11-02,2032-05-22,60809,7.22,CLOSED,365.87,2022-11-02
3724,843,1,CNT00003724,2024-02-27,2032-02-11,22247,6.76,SUSPENDED,125.32,2024-02-27
3725,2988,3,CNT00003725,2023-07-03,2028-07-10,11980,9.31,ACTIVE,92.94,2023-07-03
3726,1509,5,CNT00003726,2025-07-07,2030-02-15,172781,10.38,CLOSED,1494.56,2025-07-07
3727,2589,10,CNT00003727,2024-08-14,2031-07-05,25454,2.26,SUSPENDED,47.94,2024-08-14
3728,2336,9,CNT00003728,2022-03-02,2022-10-09,19326,3.42,PENDING,55.08,2022-03-02
3729,254,10,CNT00003729,2024-07-16,2027-08-07,45330,6.17,ACTIVE,233.07,2024-07-16
3730,606,12,CNT00003730,2024-03-27,2030-03-13,46400,5.99,SUSPENDED,231.61,2024-03-27
3731,2999,11,CNT00003731,2025-04-05,2028-01-07,39437,1.39,CLOSED,45.68,2025-04-05
3732,1831,8,CNT00003732,2022-10-04,2023-05-26,40588,1.35,PENDING,45.66,2022-10-04
3733,1997,12,CNT00003733,2024-05-04,2031-05-31,51355,14.05,SUSPENDED,601.28,2024-05-04
3734,2758,8,CNT00003734,2025-04-14,2029-08-12,32554,3.36,PENDING,91.15,2025-04-14
3735,2538,6,CNT00003735,2025-02-18,2030-06-03,163367,7.1,ACTIVE,966.59,2025-02-18
3736,1405,5,CNT00003736,2024-06-17,2029-11-25,63010,14.86,SUSPENDED,780.27,2024-06-17
3737,323,4,CNT00003737,2023-12-04,2033-05-08,13655,14.71,ACTIVE,167.39,2023-12-04
3738,1215,4,CNT00003738,2025-07-18,2029-02-16,158713,6.57,ACTIVE,868.95,2025-07-18
3739,945,5,CNT00003739,2025-07-25,2029-12-13,144365,12.8,SUSPENDED,1539.89,2025-07-25
3740,2179,6,CNT00003740,2025-05-24,2026-06-24,53482,6.51,PENDING,290.14,2025-05-24
3741,1624,5,CNT00003741,2024-11-06,2026-12-01,181009,10.85,ACTIVE,1636.62,2024-11-06
3742,2650,7,CNT00003742,2024-08-08,2028-04-29,32373,3.57,CLOSED,96.31,2024-08-08
3743,2587,4,CNT00003743,2024-07-31,2029-10-08,167265,7.26,PENDING,1011.95,2024-07-31
3744,785,2,CNT00003744,2024-08-07,2026-07-20,39664,0.62,ACTIVE,20.49,2024-08-07
3745,548,4,CNT00003745,2023-09-16,2031-12-14,10682,6.84,SUSPENDED,60.89,2023-09-16
3746,448,7,CNT00003746,2025-08-14,2028-07-10,14035,2.51,CLOSED,29.36,2025-08-14
3747,1153,5,CNT00003747,2025-06-20,2030-04-14,103716,12.16,SUSPENDED,1050.99,2025-06-20
3748,2269,10,CNT00003748,2025-05-01,2034-03-07,32358,0.64,SUSPENDED,17.26,2025-05-01
3749,2614,6,CNT00003749,2024-10-09,2029-09-27,162208,8.09,PENDING,1093.55,2024-10-09
3750,2147,6,CNT00003750,2022-03-17,2029-09-14,167961,13.12,CLOSED,1836.37,2022-03-17
3751,727,9,CNT00003751,2025-08-09,2027-05-15,1061,2.14,SUSPENDED,1.89,2025-08-09
3752,1747,9,CNT00003752,2025-09-16,2030-04-11,29468,1.55,CLOSED,38.06,2025-09-16
3753,109,3,CNT00003753,2022-04-12,2024-03-16,25335,6.51,PENDING,137.44,2022-04-12
3754,1105,12,CNT00003754,2025-04-06,2031-06-25,145109,12.68,SUSPENDED,1533.32,2025-04-06
3755,1832,10,CNT00003755,2024-01-31,2028-10-18,24796,2.9,SUSPENDED,59.92,2024-01-31
3756,1722,6,CNT00003756,2025-10-16,2029-07-15,121375,5.13,ACTIVE,518.88,2025-10-16
3757,802,9,CNT00003757,2023-04-14,2027-03-23,39759,4.78,SUSPENDED,158.37,2023-04-14
3758,774,7,CNT00003758,2025-10-27,2027-05-31,89824,3.46,ACTIVE,258.99,2025-10-27
3759,205,1,CNT00003759,2025-08-30,2027-07-24,44014,4.51,PENDING,165.42,2025-08-30
