balance_id,account_id,current_balance,available_balance,currency,last_updated,credit_limit
4733,4733,38238.36,34844.92,USD,2025-11-03 16:37:04.594076,0.0
4734,4734,45268.86,36687.81,USD,2025-11-03 16:37:04.594429,0.0
4735,4735,52721.43,46828.65,USD,2025-11-03 16:37:04.594759,0.0
4736,4736,5416.11,5381.43,USD,2025-11-03 16:37:04.595081,0.0
4737,4737,35679.05,33610.22,USD,2025-11-03 16:37:04.595433,0.0
4738,4738,21328.45,21322.06,USD,2025-11-03 16:37:04.595771,0.0
4739,4739,24899.52,22460.41,USD,2025-11-03 16:37:04.596127,0.0
4740,4740,41637.45,35806.39,USD,2025-11-03 16:37:04.596416,21089.13
4741,4741,41109.04,33276.16,USD,2025-11-03 16:37:04.596737,0.0
4742,4742,32597.29,29896.22,USD,2025-11-03 16:37:04.597040,0.0
4743,4743,31558.87,27714.9,USD,2025-11-03 16:37:04.597357,0.0
4744,4744,7111.94,5920.69,USD,2025-11-03 16:37:04.597647,17774.15
4745,4745,9189.7,8259.38,USD,2025-11-03 16:37:04.597989,0.0
4746,4746,17492.11,15321.75,USD,2025-11-03 16:37:04.598290,0.0
4747,4747,19495.92,18589.85,USD,2025-11-03 16:37:04.598619,0.0
4748,4748,44618.41,37821.03,USD,2025-11-03 16:37:04.598909,0.0
4749,4749,25796.66,21197.9,USD,2025-11-03 16:37:04.599182,0.0
4750,4750,20479.94,18707.99,USD,2025-11-03 16:37:04.599540,0.0
4751,4751,36744.5,34996.01,USD,2025-11-03 16:37:04.599815,15773.9
4752,4752,26439.55,25370.07,USD,2025-11-03 16:37:04.600153,0.0
4753,4753,34996.83,31375.18,USD,2025-11-03 16:37:04.600486,0.0
4754,4754,2242.9,2081.63,USD,2025-11-03 16:37:04.600790,0.0
4755,4755,16842.18,15814.35,USD,2025-11-03 16:37:04.601122,0.0
4756,4756,4143.4,3381.28,USD,2025-11-03 16:37:04.601445,0.0
4757,4757,7325.9,6291.83,USD,2025-11-03 16:37:04.601783,19815.72
4758,4758,22592.73,18799.47,USD,2025-11-03 16:37:04.602070,0.0
4759,4759,27323.57,24184.69,USD,2025-11-03 16:37:04.602378,0.0
4760,4760,42053.73,41074.77,USD,2025-11-03 16:37:04.602662,0.0
4761,4761,13987.87,12477.98,USD,2025-11-03 16:37:04.602950,0.0
4762,4762,12955.89,11738.79,USD,2025-11-03 16:37:04.603305,0.0
4763,4763,41185.11,40697.67,USD,2025-11-03 16:37:04.603625,0.0
4764,4764,37336.66,31865.98,USD,2025-11-03 16:37:04.603888,0.0
4765,4765,30702.84,26345.39,USD,2025-11-03 16:37:04.604179,0.0
4766,4766,28589.84,27500.96,USD,2025-11-03 16:37:04.604483,0.0
4767,4767,46946.83,41817.2,USD,2025-11-03 16:37:04.604774,4176.3
4768,4768,35105.5,31498.23,USD,2025-11-03 16:37:04.605034,0.0
4769,4769,47358.18,38889.57,USD,2025-11-03 16:37:04.605314,0.0
4770,4770,14708.14,12420.06,USD,2025-11-03 16:37:04.605619,10251.85
4771,4771,24402.31,21636.47,USD,2025-11-03 16:37:04.605912,19255.06
4772,4772,31968.85,29401.72,USD,2025-11-03 16:37:04.606242,0.0
4773,4773,21445.35,19138.45,USD,2025-11-03 16:37:04.606489,0.0
4774,4774,14442.43,14188.39,USD,2025-11-03 16:37:04.606843,0.0
4775,4775,38021.11,31714.71,USD,2025-11-03 16:37:04.607136,0.0
4776,4776,25440.05,21731.5,USD,2025-11-03 16:37:04.607427,0.0
4777,4777,17643.74,17257.82,USD,2025-11-03 16:37:04.607731,20282.21
4778,4778,39478.95,34547.75,USD,2025-11-03 16:37:04.608091,0.0
4779,4779,40694.13,36000.12,USD,2025-11-03 16:37:04.608382,0.0
4780,4780,45706.5,41644.25,USD,2025-11-03 16:37:04.608702,0.0
4781,4781,29257.93,24460.47,USD,2025-11-03 16:37:04.609062,0.0
4782,4782,27931.4,23379.73,USD,2025-11-03 16:37:04.609364,0.0
4783,4783,7259.16,6262.71,USD,2025-11-03 16:37:04.609676,0.0
4784,4784,44415.06,43815.76,USD,2025-11-03 16:37:04.610036,0.0
4785,4785,6969.27,6436.41,USD,2025-11-03 16:37:04.610321,0.0
4786,4786,21395.97,20554.07,USD,2025-11-03 16:37:04.610647,0.0
4787,4787,19182.93,18590.45,USD,2025-11-03 16:37:04.611023,0.0
4788,4788,45146.97,39334.04,USD,2025-11-03 16:37:04.611360,0.0
4789,4789,23647.93,23527.61,USD,2025-11-03 16:37:04.611666,0.0
4790,4790,14693.42,14000.12,USD,2025-11-03 16:37:04.611980,0.0
4791,4791,7454.67,5974.25,USD,2025-11-03 16:37:04.612282,23189.8
4792,4792,47971.67,44144.94,USD,2025-11-03 16:37:04.612587,0.0
4793,4793,19864.14,16987.11,USD,2025-11-03 16:37:04.612848,7501.25
4794,4794,28477.28,26175.66,USD,2025-11-03 16:37:04.613135,20701.38
4795,4795,27340.51,22370.42,USD,2025-11-03 16:37:04.613520,22471.56
4796,4796,21001.27,19274.6,USD,2025-11-03 16:37:04.613770,0.0
4797,4797,37606.81,33449.01,USD,2025-11-03 16:37:04.614068,0.0
4798,4798,47925.92,47034.88,USD,2025-11-03 16:37:04.614375,0.0
4799,4799,5584.46,5199.33,USD,2025-11-03 16:37:04.614683,0.0
4800,4800,28759.04,25884.7,USD,2025-11-03 16:37:04.614974,0.0
4801,4801,32724.81,28243.72,USD,2025-11-03 16:37:04.615309,0.0
4802,4802,5972.99,5941.18,USD,2025-11-03 16:37:04.615666,0.0
4803,4803,32470.14,30307.32,USD,2025-11-03 16:37:04.615970,0.0
4804,4804,15997.18,14357.44,USD,2025-11-03 16:37:04.616276,0.0
4805,4805,28847.4,23483.08,USD,2025-11-03 16:37:04.616550,0.0
4806,4806,29653.0,29510.07,USD,2025-11-03 16:37:04.616857,0.0
4807,4807,19019.09,18016.91,USD,2025-11-03 16:37:04.617191,0.0
4808,4808,23116.6,20523.47,USD,2025-11-03 16:37:04.617539,5638.34
4809,4809,45307.59,40449.22,USD,2025-11-03 16:37:04.617855,0.0
4810,4810,18928.57,17122.11,USD,2025-11-03 16:37:04.618189,0.0
4811,4811,43614.04,41233.04,USD,2025-11-03 16:37:04.618460,0.0
4812,4812,27012.32,22116.88,USD,2025-11-03 16:37:04.618800,0.0
4813,4813,21162.91,18878.83,USD,2025-11-03 16:37:04.619037,0.0
4814,4814,49544.7,47727.91,USD,2025-11-03 16:37:04.619384,0.0
4815,4815,34184.84,29659.49,USD,2025-11-03 16:37:04.619691,0.0
4816,4816,12884.96,11139.52,USD,2025-11-03 16:37:04.620007,0.0
4817,4817,18696.97,17873.83,USD,2025-11-03 16:37:04.620336,0.0
4818,4818,38069.73,31709.49,USD,2025-11-03 16:37:04.620679,0.0
4819,4819,11496.55,9706.02,USD,2025-11-03 16:37:04.620954,12724.69
4820,4820,32602.54,31508.63,USD,2025-11-03 16:37:04.621282,0.0
4821,4821,36007.73,35139.87,USD,2025-11-03 16:37:04.621598,0.0
4822,4822,32903.64,27182.66,USD,2025-11-03 16:37:04.621888,0.0
4823,4823,10894.4,9259.31,USD,2025-11-03 16:37:04.622205,0.0
4824,4824,16005.7,13267.51,USD,2025-11-03 16:37:04.622522,7667.55
4825,4825,25130.93,24556.94,USD,2025-11-03 16:37:04.622830,16481.68
4826,4826,52150.25,45413.4,USD,2025-11-03 16:37:04.623147,0.0
4827,4827,26103.52,22601.84,USD,2025-11-03 16:37:04.623478,0.0
4828,4828,34911.3,31841.41,USD,2025-11-03 16:37:04.623794,0.0
4829,4829,17083.95,13854.94,USD,2025-11-03 16:37:04.624100,0.0
4830,4830,3612.82,3189.67,USD,2025-11-03 16:37:04.624402,0.0
4831,4831,23406.38,18846.5,USD,2025-11-03 16:37:04.624689,0.0
4832,4832,21998.08,18988.96,USD,2025-11-03 16:37:04.625003,0.0
4833,4833,5832.98,4957.81,USD,2025-11-03 16:37:04.625293,0.0
4834,4834,47624.83,46357.52,USD,2025-11-03 16:37:04.625596,3541.11
4835,4835,18494.57,18096.87,USD,2025-11-03 16:37:04.625892,0.0
4836,4836,16667.12,15954.12,USD,2025-11-03 16:37:04.626178,14371.99
4837,4837,34611.95,28452.46,USD,2025-11-03 16:37:04.626483,7524.23
4838,4838,8569.45,8461.06,USD,2025-11-03 16:37:04.626773,0.0
4839,4839,5074.24,4883.16,USD,2025-11-03 16:37:04.627047,0.0
4840,4840,6004.74,5809.15,USD,2025-11-03 16:37:04.627320,0.0
4841,4841,20347.48,18235.43,USD,2025-11-03 16:37:04.627611,0.0
4842,4842,25651.88,20629.1,USD,2025-11-03 16:37:04.627873,0.0
4843,4843,29272.54,24883.89,USD,2025-11-03 16:37:04.628163,4746.78
4844,4844,31536.91,25335.34,USD,2025-11-03 16:37:04.628469,0.0
4845,4845,21941.32,21196.8,USD,2025-11-03 16:37:04.628742,0.0
4846,4846,6421.8,6043.99,USD,2025-11-03 16:37:04.628986,0.0
4847,4847,25564.42,22757.76,USD,2025-11-03 16:37:04.629245,0.0
4848,4848,19911.53,19658.51,USD,2025-11-03 16:37:04.629568,0.0
4849,4849,1623.6,1572.16,USD,2025-11-03 16:37:04.629857,0.0
4850,4850,40711.89,34591.67,USD,2025-11-03 16:37:04.630144,0.0
4851,4851,39917.01,37432.3,USD,2025-11-03 16:37:04.630458,0.0
4852,4852,18067.97,14610.1,USD,2025-11-03 16:37:04.630736,0.0
4853,4853,26622.55,24208.8,USD,2025-11-03 16:37:04.631008,0.0
4854,4854,7408.45,7393.75,USD,2025-11-03 16:37:04.631347,0.0
4855,4855,39814.63,38763.81,USD,2025-11-03 16:37:04.631637,0.0
4856,4856,23442.78,19340.62,USD,2025-11-03 16:37:04.631940,0.0
4857,4857,46149.3,44569.9,USD,2025-11-03 16:37:04.632242,22430.93
4858,4858,31867.3,31746.65,USD,2025-11-03 16:37:04.632517,0.0
4859,4859,4862.9,4814.13,USD,2025-11-03 16:37:04.632831,0.0
4860,4860,30958.02,28013.19,USD,2025-11-03 16:37:04.633166,0.0
4861,4861,36718.38,31901.61,USD,2025-11-03 16:37:04.633456,0.0
4862,4862,14550.48,13381.83,USD,2025-11-03 16:37:04.633807,0.0
4863,4863,1196.79,1177.02,USD,2025-11-03 16:37:04.634069,0.0
4864,4864,18334.16,18275.48,USD,2025-11-03 16:37:04.634386,0.0
4865,4865,35635.15,29083.62,USD,2025-11-03 16:37:04.634731,0.0
4866,4866,42975.52,37563.42,USD,2025-11-03 16:37:04.635019,6691.26
4867,4867,42158.36,38720.03,USD,2025-11-03 16:37:04.635339,0.0
4868,4868,36602.19,32865.72,USD,2025-11-03 16:37:04.635717,0.0
4869,4869,23881.45,21190.81,USD,2025-11-03 16:37:04.636042,0.0
4870,4870,35450.05,28780.88,USD,2025-11-03 16:37:04.636333,0.0
4871,4871,35473.18,29162.26,USD,2025-11-03 16:37:04.636620,17145.46
4872,4872,35874.19,32704.89,USD,2025-11-03 16:37:04.636911,0.0
4873,4873,16967.96,14018.28,USD,2025-11-03 16:37:04.637213,0.0
4874,4874,8711.66,7620.02,USD,2025-11-03 16:37:04.637500,0.0
4875,4875,31937.58,30676.09,USD,2025-11-03 16:37:04.637779,0.0
4876,4876,44044.2,36375.04,USD,2025-11-03 16:37:04.638120,0.0
4877,4877,23529.27,23095.6,USD,2025-11-03 16:37:04.638368,14227.77
4878,4878,51107.02,45949.98,USD,2025-11-03 16:37:04.638656,16762.54
4879,4879,3124.39,2918.13,USD,2025-11-03 16:37:04.639033,5594.75
4880,4880,48843.08,45908.82,USD,2025-11-03 16:37:04.639327,0.0
4881,4881,29983.0,26842.45,USD,2025-11-03 16:37:04.639649,0.0
4882,4882,33217.51,32053.69,USD,2025-11-03 16:37:04.639952,0.0
4883,4883,24537.6,20310.96,USD,2025-11-03 16:37:04.640241,0.0
4884,4884,40857.08,40673.26,USD,2025-11-03 16:37:04.640545,0.0
4885,4885,43254.46,38640.15,USD,2025-11-03 16:37:04.640850,0.0
4886,4886,5530.45,5269.91,USD,2025-11-03 16:37:04.641165,0.0
4887,4887,25118.88,20937.43,USD,2025-11-03 16:37:04.641483,0.0
4888,4888,44836.43,40965.55,USD,2025-11-03 16:37:04.641729,0.0
4889,4889,7245.89,6543.51,USD,2025-11-03 16:37:04.642003,0.0
4890,4890,34237.75,32285.79,USD,2025-11-03 16:37:04.642334,0.0
4891,4891,38319.76,34716.05,USD,2025-11-03 16:37:04.642559,24867.49
4892,4892,24983.28,20859.42,USD,2025-11-03 16:37:04.642822,0.0
4893,4893,35954.85,33615.18,USD,2025-11-03 16:37:04.643122,0.0
4894,4894,10816.03,8954.14,USD,2025-11-03 16:37:04.643428,0.0
4895,4895,6879.73,6428.8,USD,2025-11-03 16:37:04.643720,0.0
4896,4896,16504.03,13679.43,USD,2025-11-03 16:37:04.643967,0.0
4897,4897,36318.94,29532.06,USD,2025-11-03 16:37:04.644271,0.0
4898,4898,26565.48,24568.32,USD,2025-11-03 16:37:04.644614,0.0
4899,4899,40638.79,36272.66,USD,2025-11-03 16:37:04.644944,6495.21
4900,4900,33064.56,29761.96,USD,2025-11-03 16:37:04.645206,19975.57
4901,4901,35182.7,28881.33,USD,2025-11-03 16:37:04.645513,0.0
4902,4902,15195.92,14959.07,USD,2025-11-03 16:37:04.645844,0.0
4903,4903,-1370.75,-1357.67,USD,2025-11-03 16:37:04.646144,24467.74
4904,4904,929.66,748.49,USD,2025-11-03 16:37:04.646420,0.0
4905,4905,21291.06,17275.87,USD,2025-11-03 16:37:04.646720,9130.94
4906,4906,47848.73,43624.28,USD,2025-11-03 16:37:04.647038,6682.75
4907,4907,3958.85,3449.73,USD,2025-11-03 16:37:04.647381,0.0
4908,4908,49553.1,44681.14,USD,2025-11-03 16:37:04.647714,0.0
4909,4909,48796.1,47193.35,USD,2025-11-03 16:37:04.648029,0.0
4910,4910,38973.73,33477.65,USD,2025-11-03 16:37:04.648331,0.0
4911,4911,47246.71,45069.43,USD,2025-11-03 16:37:04.648701,1986.59
4912,4912,36900.62,31829.26,USD,2025-11-03 16:37:04.649006,0.0
4913,4913,14169.3,13915.33,USD,2025-11-03 16:37:04.649336,0.0
4914,4914,13968.24,13852.28,USD,2025-11-03 16:37:04.649613,21734.51
4915,4915,13223.75,11367.48,USD,2025-11-03 16:37:04.649926,0.0
4916,4916,23256.45,22170.0,USD,2025-11-03 16:37:04.650202,0.0
4917,4917,783.78,720.34,USD,2025-11-03 16:37:04.650475,0.0
4918,4918,32417.68,32250.96,USD,2025-11-03 16:37:04.650779,21734.81
4919,4919,34123.11,27435.6,USD,2025-11-03 16:37:04.651081,0.0
4920,4920,28165.68,26752.26,USD,2025-11-03 16:37:04.651399,0.0
4921,4921,2802.26,2777.4,USD,2025-11-03 16:37:04.651676,19508.94
4922,4922,6848.9,6443.35,USD,2025-11-03 16:37:04.651964,0.0
4923,4923,11269.22,11021.98,USD,2025-11-03 16:37:04.652293,0.0
4924,4924,25043.02,22638.21,USD,2025-11-03 16:37:04.652661,7067.33
4925,4925,13708.03,13654.49,USD,2025-11-03 16:37:04.653058,0.0
4926,4926,47348.4,41250.85,USD,2025-11-03 16:37:04.653375,0.0
4927,4927,41187.22,41174.34,USD,2025-11-03 16:37:04.653718,0.0
4928,4928,18108.52,16238.5,USD,2025-11-03 16:37:04.654022,0.0
4929,4929,25025.84,22973.74,USD,2025-11-03 16:37:04.654296,12469.97
4930,4930,29451.42,25079.54,USD,2025-11-03 16:37:04.654677,18841.53
4931,4931,13208.77,11878.21,USD,2025-11-03 16:37:04.654971,0.0
4932,4932,6942.79,6468.7,USD,2025-11-03 16:37:04.655284,16282.77
4933,4933,3482.16,3453.09,USD,2025-11-03 16:37:04.655560,0.0
4934,4934,20533.7,17218.53,USD,2025-11-03 16:37:04.655877,14178.37
4935,4935,5352.86,4763.47,USD,2025-11-03 16:37:04.656235,0.0
4936,4936,35554.03,29687.97,USD,2025-11-03 16:37:04.656524,0.0
4937,4937,41989.42,41505.34,USD,2025-11-03 16:37:04.656783,0.0
4938,4938,32274.2,30258.33,USD,2025-11-03 16:37:04.657098,0.0
4939,4939,23827.89,22360.83,USD,2025-11-03 16:37:04.657386,0.0
4940,4940,44500.46,40604.85,USD,2025-11-03 16:37:04.657688,0.0
4941,4941,27721.12,23153.61,USD,2025-11-03 16:37:04.658016,0.0
4942,4942,41182.93,34197.74,USD,2025-11-03 16:37:04.658292,0.0
4943,4943,24681.62,23696.54,USD,2025-11-03 16:37:04.658564,0.0
4944,4944,14165.9,13034.37,USD,2025-11-03 16:37:04.658880,6476.19
4945,4945,44275.89,42937.73,USD,2025-11-03 16:37:04.659223,0.0
4946,4946,29731.12,29326.32,USD,2025-11-03 16:37:04.659485,0.0
4947,4947,6203.8,5948.6,USD,2025-11-03 16:37:04.659805,0.0
4948,4948,9320.69,8202.43,USD,2025-11-03 16:37:04.660108,0.0
4949,4949,27652.1,26346.24,USD,2025-11-03 16:37:04.660398,0.0
4950,4950,1299.21,1069.53,USD,2025-11-03 16:37:04.660821,13854.96
4951,4951,31806.2,30707.36,USD,2025-11-03 16:37:04.661142,0.0
4952,4952,8937.36,8820.0,USD,2025-11-03 16:37:04.661472,0.0
4953,4953,19487.81,17715.95,USD,2025-11-03 16:37:04.661816,0.0
4954,4954,18355.98,17508.85,USD,2025-11-03 16:37:04.662079,0.0
4955,4955,10739.24,10020.77,USD,2025-11-03 16:37:04.662410,0.0
4956,4956,16100.03,14526.63,USD,2025-11-03 16:37:04.662713,0.0
4957,4957,3633.61,3024.68,USD,2025-11-03 16:37:04.663066,4765.1
4958,4958,46612.78,40347.5,USD,2025-11-03 16:37:04.663370,12398.9
4959,4959,36325.26,32248.62,USD,2025-11-03 16:37:04.663686,0.0
4960,4960,16658.66,16310.83,USD,2025-11-03 16:37:04.663965,0.0
4961,4961,40826.83,33549.86,USD,2025-11-03 16:37:04.664243,0.0
4962,4962,10732.46,9911.55,USD,2025-11-03 16:37:04.664546,0.0
4963,4963,11880.01,9649.35,USD,2025-11-03 16:37:04.664875,16843.59
4964,4964,16890.68,15980.94,USD,2025-11-03 16:37:04.665166,0.0
4965,4965,5138.8,4696.57,USD,2025-11-03 16:37:04.665412,0.0
4966,4966,8423.17,7210.16,USD,2025-11-03 16:37:04.665729,0.0
4967,4967,4056.4,3580.41,USD,2025-11-03 16:37:04.666009,0.0
4968,4968,37524.79,34906.51,USD,2025-11-03 16:37:04.666253,0.0
4969,4969,22723.06,19124.16,USD,2025-11-03 16:37:04.666537,0.0
4970,4970,7561.86,7236.3,USD,2025-11-03 16:37:04.666853,0.0
4971,4971,7560.2,7464.95,USD,2025-11-03 16:37:04.667181,2373.18
4972,4972,44406.68,43481.74,USD,2025-11-03 16:37:04.667443,16871.32
4973,4973,28214.78,26985.53,USD,2025-11-03 16:37:04.667789,0.0
4974,4974,43731.12,41879.74,USD,2025-11-03 16:37:04.668079,0.0
4975,4975,36758.84,35822.9,USD,2025-11-03 16:37:04.668369,11250.75
4976,4976,21923.36,20363.42,USD,2025-11-03 16:37:04.668688,0.0
4977,4977,38879.3,33062.6,USD,2025-11-03 16:37:04.669005,0.0
4978,4978,22579.25,19522.74,USD,2025-11-03 16:37:04.669335,0.0
4979,4979,42811.99,35753.71,USD,2025-11-03 16:37:04.669637,17092.04
4980,4980,38337.55,34941.33,USD,2025-11-03 16:37:04.669966,0.0
4981,4981,45344.58,39053.35,USD,2025-11-03 16:37:04.670281,0.0
4982,4982,42116.35,38963.5,USD,2025-11-03 16:37:04.670555,0.0
4983,4983,7511.76,6035.58,USD,2025-11-03 16:37:04.670870,0.0
4984,4984,13864.84,12835.88,USD,2025-11-03 16:37:04.671172,0.0
4985,4985,2988.1,2507.75,USD,2025-11-03 16:37:04.671502,0.0
4986,4986,40615.66,36638.38,USD,2025-11-03 16:37:04.671833,0.0
4987,4987,34186.08,29283.66,USD,2025-11-03 16:37:04.672109,0.0
4988,4988,15373.71,14223.8,USD,2025-11-03 16:37:04.672466,0.0
4989,4989,44636.13,44288.26,USD,2025-11-03 16:37:04.672797,0.0
4990,4990,12541.06,12493.13,USD,2025-11-03 16:37:04.673114,0.0
4991,4991,9742.51,9561.46,USD,2025-11-03 16:37:04.673405,0.0
4992,4992,41431.5,33669.41,USD,2025-11-03 16:37:04.673733,0.0
4993,4993,21876.68,20986.15,USD,2025-11-03 16:37:04.674040,0.0
4994,4994,41987.76,33841.51,USD,2025-11-03 16:37:04.674329,0.0
4995,4995,37928.33,36772.3,USD,2025-11-03 16:37:04.674684,0.0
4996,4996,2369.66,2087.55,USD,2025-11-03 16:37:04.674989,0.0
4997,4997,43769.51,37161.78,USD,2025-11-03 16:37:04.675331,0.0
4998,4998,42199.27,37293.33,USD,2025-11-03 16:37:04.675630,19756.91
4999,4999,21770.35,21656.56,USD,2025-11-03 16:37:04.675901,12841.12
5000,5000,7448.56,6419.61,USD,2025-11-03 16:37:04.676167,0.0
5001,5001,16339.52,13932.11,USD,2025-11-03 16:37:04.676444,0.0
5002,5002,16608.0,14173.82,USD,2025-11-03 16:37:04.676748,0.0
5003,5003,27775.96,22542.79,USD,2025-11-03 16:37:04.677035,20661.27
5004,5004,40161.71,36238.62,USD,2025-11-03 16:37:04.677405,0.0
5005,5005,21368.03,19048.33,USD,2025-11-03 16:37:04.677746,0.0
5006,5006,19015.94,18861.82,USD,2025-11-03 16:37:04.678064,14482.08
5007,5007,45895.71,45420.78,USD,2025-11-03 16:37:04.678380,0.0
5008,5008,42315.65,41294.25,USD,2025-11-03 16:37:04.678699,0.0
5009,5009,3195.96,2982.56,USD,2025-11-03 16:37:04.678962,0.0
5010,5010,45993.88,45084.95,USD,2025-11-03 16:37:04.679227,0.0
5011,5011,17163.84,16274.58,USD,2025-11-03 16:37:04.679516,0.0
5012,5012,26978.31,24754.99,USD,2025-11-03 16:37:04.679885,0.0
5013,5013,37324.25,32837.32,USD,2025-11-03 16:37:04.680146,0.0
5014,5014,23430.68,19046.66,USD,2025-11-03 16:37:04.680429,0.0
5015,5015,9686.54,9375.53,USD,2025-11-03 16:37:04.680747,0.0
5016,5016,22274.41,19049.34,USD,2025-11-03 16:37:04.681050,14840.2
5017,5017,44682.15,36940.83,USD,2025-11-03 16:37:04.681329,0.0
5018,5018,12688.69,12380.67,USD,2025-11-03 16:37:04.681606,18440.95
5019,5019,23229.33,21290.61,USD,2025-11-03 16:37:04.681977,12456.95
5020,5020,11592.52,10867.48,USD,2025-11-03 16:37:04.682359,2734.71
5021,5021,27363.22,22853.84,USD,2025-11-03 16:37:04.682676,0.0
5022,5022,46780.78,40824.86,USD,2025-11-03 16:37:04.683001,0.0
5023,5023,19053.42,15531.76,USD,2025-11-03 16:37:04.683348,0.0
5024,5024,38176.18,34091.57,USD,2025-11-03 16:37:04.683666,0.0
5025,5025,-1203.78,-1167.58,USD,2025-11-03 16:37:04.683980,16077.08
5026,5026,15314.62,14906.22,USD,2025-11-03 16:37:04.684308,0.0
5027,5027,42241.31,36218.91,USD,2025-11-03 16:37:04.684629,0.0
5028,5028,34222.61,28466.57,USD,2025-11-03 16:37:04.684933,0.0
5029,5029,40018.63,39114.77,USD,2025-11-03 16:37:04.685228,0.0
5030,5030,32255.04,29300.59,USD,2025-11-03 16:37:04.685504,0.0
5031,5031,15361.38,13023.62,USD,2025-11-03 16:37:04.685813,0.0
5032,5032,43978.34,43610.83,USD,2025-11-03 16:37:04.686138,0.0
5033,5033,43962.01,35526.44,USD,2025-11-03 16:37:04.686473,0.0
5034,5034,3057.99,2777.84,USD,2025-11-03 16:37:04.686802,0.0
5035,5035,30803.99,25121.89,USD,2025-11-03 16:37:04.687120,0.0
5036,5036,18983.81,16107.36,USD,2025-11-03 16:37:04.687435,0.0
5037,5037,23085.26,19605.46,USD,2025-11-03 16:37:04.687760,0.0
5038,5038,27616.91,24915.36,USD,2025-11-03 16:37:04.688063,0.0
5039,5039,1337.17,1249.81,USD,2025-11-03 16:37:04.688351,0.0
5040,5040,30406.73,24885.66,USD,2025-11-03 16:37:04.688643,0.0
5041,5041,10314.87,9474.06,USD,2025-11-03 16:37:04.688957,22062.56
5042,5042,12761.05,12615.67,USD,2025-11-03 16:37:04.689301,0.0
5043,5043,31428.89,29756.37,USD,2025-11-03 16:37:04.689579,0.0
5044,5044,33639.16,31451.82,USD,2025-11-03 16:37:04.689898,0.0
5045,5045,44496.49,37298.18,USD,2025-11-03 16:37:04.690221,15321.5
5046,5046,45114.9,37506.89,USD,2025-11-03 16:37:04.690567,17572.28
5047,5047,28152.22,27100.81,USD,2025-11-03 16:37:04.690874,5303.11
5048,5048,-1491.87,-1381.07,USD,2025-11-03 16:37:04.691177,0.0
5049,5049,34478.9,31792.1,USD,2025-11-03 16:37:04.691451,0.0
5050,5050,49037.72,45320.11,USD,2025-11-03 16:37:04.691727,0.0
5051,5051,23886.41,20756.3,USD,2025-11-03 16:37:04.692002,0.0
5052,5052,24650.35,22055.96,USD,2025-11-03 16:37:04.692245,0.0
5053,5053,7305.44,5961.14,USD,2025-11-03 16:37:04.692544,0.0
5054,5054,3799.27,3631.44,USD,2025-11-03 16:37:04.692790,0.0
5055,5055,47151.46,39602.21,USD,2025-11-03 16:37:04.693090,0.0
5056,5056,8163.93,6537.91,USD,2025-11-03 16:37:04.693312,0.0
5057,5057,47121.2,46701.26,USD,2025-11-03 16:37:04.693603,0.0
5058,5058,3941.65,3894.23,USD,2025-11-03 16:37:04.693919,0.0
5059,5059,16821.35,15773.5,USD,2025-11-03 16:37:04.694251,0.0
5060,5060,30019.34,24639.39,USD,2025-11-03 16:37:04.694584,0.0
5061,5061,45979.95,39538.5,USD,2025-11-03 16:37:04.694889,0.0
5062,5062,31320.67,26530.04,USD,2025-11-03 16:37:04.695152,0.0
5063,5063,6441.82,5373.16,USD,2025-11-03 16:37:04.695456,16368.23
5064,5064,38885.17,35032.5,USD,2025-11-03 16:37:04.695749,0.0
5065,5065,45881.33,44930.49,USD,2025-11-03 16:37:04.696032,0.0
5066,5066,21421.8,18715.18,USD,2025-11-03 16:37:04.696322,0.0
5067,5067,856.03,854.54,USD,2025-11-03 16:37:04.696681,0.0
5068,5068,11601.68,11579.76,USD,2025-11-03 16:37:04.696985,0.0
5069,5069,33781.89,27456.85,USD,2025-11-03 16:37:04.697276,0.0
5070,5070,5194.79,5106.41,USD,2025-11-03 16:37:04.697579,0.0
5071,5071,37429.19,30818.93,USD,2025-11-03 16:37:04.697890,0.0
5072,5072,37628.52,35414.37,USD,2025-11-03 16:37:04.698207,21055.13
5073,5073,3680.46,2956.39,USD,2025-11-03 16:37:04.698544,0.0
5074,5074,1841.54,1523.9,USD,2025-11-03 16:37:04.698778,0.0
5075,5075,6293.52,5686.09,USD,2025-11-03 16:37:04.699108,2375.67
5076,5076,10316.54,9822.85,USD,2025-11-03 16:37:04.699487,0.0
5077,5077,32714.59,32648.82,USD,2025-11-03 16:37:04.699866,0.0
5078,5078,26195.86,25218.73,USD,2025-11-03 16:37:04.700160,0.0
5079,5079,45458.84,44770.56,USD,2025-11-03 16:37:04.700450,0.0
5080,5080,3562.19,2925.4,USD,2025-11-03 16:37:04.700738,0.0
5081,5081,4717.59,4628.56,USD,2025-11-03 16:37:04.701071,0.0
5082,5082,-4124.16,-4059.01,USD,2025-11-03 16:37:04.701375,7841.84
5083,5083,24002.41,23722.9,USD,2025-11-03 16:37:04.701691,0.0
5084,5084,24405.13,22052.01,USD,2025-11-03 16:37:04.701978,0.0
5085,5085,8944.68,8929.51,USD,2025-11-03 16:37:04.702309,0.0
5086,5086,3652.11,3263.77,USD,2025-11-03 16:37:04.702687,0.0
5087,5087,5502.2,5351.25,USD,2025-11-03 16:37:04.702949,0.0
5088,5088,6000.16,5472.63,USD,2025-11-03 16:37:04.703252,0.0
