application_id,client_id,application_date,requested_amount,approved_amount,purpose,status,decision_date,interest_rate_proposed,reason_for_rejection,officer_id
604,1811,2025-09-14,40273,41874,CAR,REJECTED,2025-09-22,8.4,,96
605,2879,2025-05-20,21742,6892,MEDICAL,REJECTED,2025-06-05,6.47,,53
606,813,2022-07-06,17139,48441,BUSINESS,REJECTED,2022-07-21,12.51,,77
607,2464,2025-05-16,1070,43813,PERSONAL,CANCELLED,2025-05-18,14.4,Tough measure politics rather artist where.,5
608,1274,2024-05-16,48068,0,MEDICAL,APPROVED,2024-05-21,7.01,,47
609,779,2023-07-26,1603,43794,PERSONAL,PENDING,2023-08-03,18.88,,55
610,1644,2025-06-20,47269,24341,MEDICAL,REJECTED,2025-06-27,15.45,Debate company practice hot professional.,33
611,2272,2025-09-26,37315,48075,BUSINESS,REJECTED,2025-10-10,9.92,Capital night spend.,57
612,340,2023-11-02,33299,36019,HOME,PENDING,2023-11-04,19.82,,34
613,293,2023-02-10,49336,28556,PERSONAL,CANCELLED,2023-03-01,10.88,,88
614,2398,2024-05-21,44817,8520,EDUCATION,PENDING,2024-06-05,12.63,,88
615,2098,2025-03-10,42137,8157,MEDICAL,PENDING,2025-04-05,14.88,,81
616,1730,2021-09-23,32662,0,BUSINESS,CANCELLED,2021-10-23,24.37,,95
617,2283,2025-09-09,24874,0,CAR,PENDING,2025-10-07,9.39,,62
618,2134,2025-10-13,27680,9028,PERSONAL,APPROVED,2025-10-29,20.26,,48
619,2300,2025-05-20,4318,0,CAR,APPROVED,2025-06-11,23.56,Us professor instead Mr.,94
620,2343,2025-06-14,22786,3965,BUSINESS,CANCELLED,2025-07-09,13.84,Security order decade effect analysis century.,43
621,2072,2025-01-23,45919,46514,CAR,REJECTED,2025-02-08,13.94,,5
622,690,2024-02-03,18653,27178,CAR,REJECTED,2024-02-11,15.82,,36
623,2149,2025-03-02,36811,15175,EDUCATION,REJECTED,2025-03-18,14.48,,22
624,178,2023-10-21,28657,21965,PERSONAL,CANCELLED,2023-11-16,5.91,Together model situation time pattern necessary.,83
625,2674,2024-11-26,24423,5939,BUSINESS,CANCELLED,2024-11-28,20.95,Field along evidence especially much win detail.,29
626,1790,2024-10-15,22561,4441,HOME,REJECTED,2024-11-01,9.05,,17
627,1990,2025-07-21,16798,22593,MEDICAL,APPROVED,2025-08-05,10.11,,66
628,2172,2023-11-19,39163,0,MEDICAL,PENDING,2023-11-20,24.76,,49
629,583,2025-10-31,31848,0,HOME,REJECTED,2025-11-13,8.89,,45
630,1964,2023-12-27,34314,0,EDUCATION,APPROVED,2024-01-10,21.55,,31
631,823,2024-05-29,20909,46778,MEDICAL,APPROVED,2024-06-22,7.09,Meet effect voice hear change.,75
632,1694,2024-10-20,31605,2070,EDUCATION,CANCELLED,2024-11-05,5.15,Generation manager here impact blue realize party pay.,48
633,487,2022-11-30,23409,0,CAR,REJECTED,2022-12-05,24.01,,99
634,530,2025-01-27,32478,10642,MEDICAL,CANCELLED,2025-02-26,8.84,,24
635,2497,2025-10-13,33721,0,CAR,CANCELLED,2025-10-26,13.26,,20
636,1708,2023-08-20,28405,4886,EDUCATION,CANCELLED,2023-09-18,12.85,,4
637,856,2024-11-01,18739,0,HOME,APPROVED,2024-11-12,23.4,Prepare draw opportunity serve film artist compare.,79
638,1458,2025-03-20,39826,47250,PERSONAL,APPROVED,2025-04-19,20.59,Where interesting poor work wrong.,19
639,2731,2024-09-26,7790,0,PERSONAL,REJECTED,2024-10-21,10.99,,25
640,710,2022-07-21,19437,12276,BUSINESS,APPROVED,2022-08-13,6.77,,17
641,2136,2025-06-06,5632,0,CAR,PENDING,2025-06-07,19.68,,23
642,2117,2021-03-11,46962,43801,BUSINESS,CANCELLED,2021-03-12,21.1,,87
643,150,2025-10-12,27123,36872,CAR,PENDING,2025-10-19,5.77,Current television great five increase.,85
644,321,2024-10-28,5383,0,PERSONAL,REJECTED,2024-11-10,23.84,,95
645,2305,2025-06-12,1866,8141,HOME,PENDING,2025-06-24,11.94,,69
646,2405,2025-02-06,24722,5030,BUSINESS,APPROVED,2025-02-19,7.27,,28
647,2955,2024-03-22,12779,20360,PERSONAL,PENDING,2024-04-03,6.74,,5
648,1941,2025-05-09,35775,48796,MEDICAL,REJECTED,2025-05-19,22.95,,61
649,844,2024-08-05,46963,0,CAR,PENDING,2024-08-31,12.22,,58
650,1661,2023-03-26,11078,18273,HOME,CANCELLED,2023-04-12,20.56,,96
651,604,2025-08-28,35378,0,CAR,CANCELLED,2025-08-31,8.25,,33
652,1093,2024-12-18,32045,34588,EDUCATION,APPROVED,2025-01-04,11.13,Letter meeting agree now back commercial officer key.,23
653,1550,2024-06-19,37595,12718,PERSONAL,REJECTED,2024-07-02,14.03,Serve difficult voice never consider require.,1
654,2951,2024-10-07,4982,3440,PERSONAL,PENDING,2024-10-31,7.89,Control system rate control financial marriage.,65
655,279,2023-01-07,47097,43112,MEDICAL,PENDING,2023-01-21,12.22,Book night begin make break impact student camera.,28
656,402,2025-06-29,15091,0,PERSONAL,APPROVED,2025-07-22,7.54,Rather voice general west window lead make friend.,23
657,2687,2025-08-07,14179,2018,MEDICAL,APPROVED,2025-08-19,24.43,Treat response three good speech force bill no.,59
658,1000,2025-09-23,31291,14432,HOME,APPROVED,2025-10-09,17.22,,29
659,2091,2025-04-20,38989,44679,HOME,REJECTED,2025-05-15,13.71,Capital class tax vote.,94
660,41,2025-06-07,42243,945,CAR,APPROVED,2025-06-17,9.63,,61
661,1452,2023-06-09,39608,0,CAR,CANCELLED,2023-06-17,20.95,,13
662,2035,2024-11-03,9372,32105,MEDICAL,PENDING,2024-11-23,12.68,,13
663,1046,2023-08-30,48657,45741,HOME,PENDING,2023-09-05,20.01,,53
664,2671,2025-01-24,48948,0,CAR,APPROVED,2025-02-01,12.21,Final citizen lot through film.,43
665,2607,2024-09-30,47067,23080,MEDICAL,APPROVED,2024-10-07,9.74,,73
666,2849,2022-09-03,24291,0,HOME,REJECTED,2022-09-29,19.48,Stock yet ready the.,30
667,2703,2022-08-18,32871,29343,BUSINESS,REJECTED,2022-09-01,19.38,,83
668,113,2024-05-04,42597,25452,CAR,APPROVED,2024-06-01,8.08,,48
669,386,2025-10-07,27162,12645,MEDICAL,APPROVED,2025-11-05,22.83,Hear subject so operation support toward.,53
670,2541,2024-08-22,29486,0,PERSONAL,REJECTED,2024-08-23,16.91,,23
671,373,2024-12-01,15069,2863,PERSONAL,PENDING,2024-12-15,17.26,Ground officer on same why.,78
672,83,2025-10-23,21376,42638,PERSONAL,REJECTED,2025-11-18,17.64,Suggest sign turn which.,51
673,2882,2025-10-12,32254,0,BUSINESS,APPROVED,2025-10-29,10.18,,90
674,2266,2023-04-25,46765,37364,HOME,APPROVED,2023-05-09,16.85,Majority leave process reduce some along you.,51
675,362,2023-06-18,24053,12077,MEDICAL,PENDING,2023-07-14,19.3,,29
676,2405,2025-02-25,31018,49933,HOME,REJECTED,2025-03-01,24.58,,37
677,2333,2024-10-01,30889,0,EDUCATION,APPROVED,2024-10-07,18.1,,40
678,586,2024-05-26,7389,0,MEDICAL,REJECTED,2024-05-29,12.64,Activity activity few foot through.,20
679,1222,2025-03-06,2932,38888,MEDICAL,REJECTED,2025-04-01,18.85,,55
680,465,2025-09-20,17310,47927,BUSINESS,APPROVED,2025-09-22,17.49,This too half scene according simply research.,23
681,1834,2025-04-28,15804,0,PERSONAL,REJECTED,2025-05-12,5.6,Natural study determine house partner stand loss.,27
682,309,2023-06-03,36007,0,EDUCATION,APPROVED,2023-06-13,10.48,,29
683,1655,2023-12-23,33025,0,MEDICAL,REJECTED,2023-12-25,14.39,,53
684,725,2022-09-01,21936,14147,PERSONAL,PENDING,2022-09-08,9.33,,67
685,132,2025-08-16,28617,48003,MEDICAL,CANCELLED,2025-08-25,21.44,,12
686,1214,2025-04-11,8120,43151,PERSONAL,APPROVED,2025-05-04,23.76,,5
687,1253,2025-06-20,12926,0,MEDICAL,REJECTED,2025-07-14,17.51,,55
688,841,2024-11-27,19348,20641,BUSINESS,CANCELLED,2024-12-25,11.2,,26
689,1037,2025-03-12,41254,31447,HOME,CANCELLED,2025-03-16,22.37,,84
690,1540,2025-08-16,10642,33141,CAR,REJECTED,2025-09-09,12.89,,26
691,850,2025-01-15,19204,6269,HOME,APPROVED,2025-01-18,14.98,,10
692,1985,2025-09-15,45444,47,EDUCATION,CANCELLED,2025-10-06,22.36,,46
693,2355,2025-06-02,6763,6040,MEDICAL,PENDING,2025-06-07,7.98,,22
694,2755,2025-07-11,27294,225,EDUCATION,PENDING,2025-08-09,18.35,,17
695,84,2023-06-12,36901,0,CAR,APPROVED,2023-06-14,23.35,,92
696,1037,2025-04-27,23187,16592,MEDICAL,APPROVED,2025-05-12,17.25,,20
697,1925,2021-02-21,9731,22383,EDUCATION,CANCELLED,2021-03-10,23.5,,41
698,2284,2025-04-27,4515,36973,HOME,APPROVED,2025-05-11,12.65,,76
699,2675,2024-06-23,42967,42967,PERSONAL,PENDING,2024-07-07,7.43,,62
700,2489,2024-08-01,4559,26201,EDUCATION,CANCELLED,2024-08-31,15.47,,63
701,1447,2024-07-11,44482,15069,PERSONAL,CANCELLED,2024-08-01,5.04,,75
702,2164,2025-01-08,29786,30783,CAR,APPROVED,2025-01-28,15.52,,73
703,898,2025-08-30,3006,7980,BUSINESS,CANCELLED,2025-09-25,8.36,Call black central debate.,28
704,969,2025-08-21,11143,18045,CAR,REJECTED,2025-09-17,17.81,,72
705,794,2024-06-08,8164,0,EDUCATION,PENDING,2024-06-12,18.74,Can last measure exist series.,56
706,2744,2025-08-15,24777,47497,CAR,REJECTED,2025-09-02,19.06,Short the land day forward.,11
707,1163,2025-09-08,31473,46762,MEDICAL,CANCELLED,2025-10-04,14.78,,69
708,2096,2023-05-30,41461,25732,MEDICAL,PENDING,2023-06-02,10.86,,18
709,1613,2022-09-01,26732,0,PERSONAL,APPROVED,2022-09-20,23.9,,35
710,270,2022-12-07,10189,27899,PERSONAL,PENDING,2022-12-09,11.85,,84
711,1270,2024-09-06,3775,12957,PERSONAL,PENDING,2024-10-01,20.8,,21
712,2527,2024-07-26,30139,7970,EDUCATION,PENDING,2024-07-28,23.3,Week dinner magazine water.,19
713,358,2022-05-16,7014,0,CAR,CANCELLED,2022-06-14,13.99,Conference manager fall most so.,28
714,1864,2023-04-26,3887,37857,HOME,REJECTED,2023-04-28,23.05,,85
715,1948,2025-08-03,13913,31884,EDUCATION,CANCELLED,2025-08-17,21.46,My brother by.,45
716,1222,2025-08-25,39852,0,MEDICAL,APPROVED,2025-09-06,20.87,,21
717,2118,2024-09-28,42201,0,PERSONAL,PENDING,2024-10-17,14.96,,29
718,1855,2023-06-20,3436,46006,BUSINESS,REJECTED,2023-07-05,14.42,,41
719,2801,2023-06-04,13240,0,EDUCATION,APPROVED,2023-06-18,19.04,Have move consider across culture.,12
720,2926,2025-03-03,43184,80,PERSONAL,PENDING,2025-03-08,8.74,,30
721,2285,2025-02-21,35711,22398,CAR,APPROVED,2025-02-28,10.83,,5
722,695,2022-07-06,21751,6201,EDUCATION,APPROVED,2022-07-29,23.91,,39
723,358,2022-05-03,31775,17540,HOME,APPROVED,2022-05-26,6.58,,41
724,2026,2023-09-26,19782,30970,MEDICAL,PENDING,2023-10-24,19.96,,33
725,2504,2025-08-08,20497,0,CAR,REJECTED,2025-08-15,16.57,,17
726,1334,2025-10-02,32618,31088,BUSINESS,APPROVED,2025-10-07,10.95,,92
727,1419,2024-12-09,15237,44604,MEDICAL,CANCELLED,2025-01-06,15.37,,70
728,1069,2023-01-24,2074,24619,MEDICAL,CANCELLED,2023-02-08,19.53,,14
729,1955,2024-06-20,27941,0,HOME,REJECTED,2024-07-07,12.04,,4
730,2731,2024-09-11,13575,19610,EDUCATION,CANCELLED,2024-10-01,9.25,,11
731,385,2025-09-04,41712,36439,CAR,PENDING,2025-09-12,22.78,Whatever white personal.,98
732,2208,2023-04-27,39091,45385,MEDICAL,REJECTED,2023-05-12,5.64,,90
733,284,2025-10-19,2938,42116,MEDICAL,PENDING,2025-11-14,5.95,,53
734,408,2023-09-27,24104,0,PERSONAL,APPROVED,2023-09-29,9.98,Lot actually after general necessary would compare huge.,100
735,1735,2024-03-12,40289,27982,BUSINESS,PENDING,2024-03-21,22.7,,12
736,483,2024-04-23,36969,27627,BUSINESS,PENDING,2024-05-06,14.42,,45
737,2019,2024-10-27,47589,43918,HOME,APPROVED,2024-11-16,21.02,,79
738,448,2025-06-19,7451,0,BUSINESS,APPROVED,2025-07-02,18.2,,38
739,1331,2025-06-25,8409,204,CAR,APPROVED,2025-07-20,11.21,Situation short weight key meet.,78
740,330,2025-02-09,1202,12349,BUSINESS,REJECTED,2025-02-20,6.47,,86
741,116,2024-11-10,20643,7194,BUSINESS,APPROVED,2024-11-11,8.97,,1
742,90,2024-08-09,17280,30513,PERSONAL,REJECTED,2024-08-28,22.33,,78
743,126,2025-10-10,44550,7960,EDUCATION,REJECTED,2025-11-08,14.08,,41
744,219,2023-07-28,14536,35720,HOME,APPROVED,2023-08-16,19.71,Information century check sign against couple case.,86
745,2796,2023-08-09,25767,0,MEDICAL,CANCELLED,2023-09-01,20.88,,51
746,1093,2025-05-18,34569,0,BUSINESS,PENDING,2025-05-26,7.89,,95
747,710,2021-07-22,34223,0,EDUCATION,REJECTED,2021-08-11,5.61,,7
748,1075,2024-11-21,30782,21667,EDUCATION,CANCELLED,2024-12-07,24.23,,21
749,2882,2025-10-12,29437,0,MEDICAL,CANCELLED,2025-10-26,10.77,,90
750,756,2023-10-06,2658,22104,EDUCATION,CANCELLED,2023-10-10,12.5,,67
751,1096,2022-08-18,41686,0,BUSINESS,PENDING,2022-08-29,15.97,Environment administration plan employee site.,82
752,2168,2025-02-03,19138,14737,BUSINESS,REJECTED,2025-02-13,14.03,Tree along tell section.,31
753,853,2025-09-15,44995,15695,EDUCATION,APPROVED,2025-10-10,20.84,,29
754,728,2024-08-31,6186,0,PERSONAL,CANCELLED,2024-09-16,6.16,,69
755,2648,2023-06-25,46096,0,HOME,CANCELLED,2023-07-12,17.0,White chair daughter focus pressure man.,4
756,2292,2025-09-29,3780,9128,BUSINESS,PENDING,2025-10-11,12.43,,80
757,1324,2024-12-15,33255,47881,MEDICAL,REJECTED,2025-01-03,21.47,Or economy carry interview main really poor.,30
758,77,2024-05-04,14104,33627,PERSONAL,APPROVED,2024-05-27,12.13,,38
759,928,2024-10-25,21472,52,MEDICAL,REJECTED,2024-11-13,7.49,Plant less military method from include bag.,59
760,292,2025-09-20,1274,37196,PERSONAL,PENDING,2025-10-13,11.26,,47
761,589,2023-02-13,14892,0,CAR,PENDING,2023-03-13,7.45,Score international direction full.,69
762,309,2024-12-03,46159,13924,BUSINESS,CANCELLED,2024-12-20,21.43,,36
763,1406,2024-10-21,32952,29281,EDUCATION,PENDING,2024-11-12,17.84,,87
764,1857,2025-06-27,3942,0,BUSINESS,PENDING,2025-06-30,7.24,,14
765,1780,2025-02-21,49091,0,MEDICAL,APPROVED,2025-03-06,23.54,Answer family threat old maintain.,76
766,277,2025-05-03,38280,0,PERSONAL,PENDING,2025-05-20,20.56,,64
767,742,2023-04-11,29209,0,EDUCATION,REJECTED,2023-05-09,5.45,,68
768,2665,2025-05-10,19546,21719,PERSONAL,CANCELLED,2025-05-23,17.73,,74
769,681,2024-06-08,14503,0,EDUCATION,CANCELLED,2024-06-22,11.66,Argue experience present white.,24
770,1332,2023-09-05,1932,0,HOME,PENDING,2023-09-10,9.64,Rich letter suddenly learn imagine.,35
771,1635,2023-04-29,46121,2428,CAR,PENDING,2023-05-21,10.07,,83
772,783,2024-10-09,24379,33102,HOME,PENDING,2024-11-01,9.31,,8
773,681,2024-06-24,20308,0,CAR,PENDING,2024-07-04,21.85,,23
774,1499,2025-09-26,5831,13376,CAR,CANCELLED,2025-09-30,12.25,Gas take people myself site.,53
775,1620,2025-10-22,11446,43220,EDUCATION,PENDING,2025-11-07,18.72,,96
776,1934,2024-05-15,42661,24816,PERSONAL,APPROVED,2024-05-23,7.32,,3
777,990,2025-05-13,30032,0,EDUCATION,APPROVED,2025-05-25,6.43,,52
778,2220,2025-01-20,14586,0,CAR,REJECTED,2025-01-31,8.56,Huge coach piece table than statement.,67
779,1461,2024-11-16,15105,0,BUSINESS,REJECTED,2024-12-08,6.99,Factor peace activity season recent.,41
780,1211,2024-01-13,30761,21854,HOME,CANCELLED,2024-01-20,10.31,,10
781,2541,2024-02-09,22433,28182,EDUCATION,APPROVED,2024-02-26,11.75,Mean worker policy.,34
782,1861,2025-06-02,11282,21213,BUSINESS,CANCELLED,2025-06-29,12.89,,91
783,2274,2023-12-11,45408,0,PERSONAL,REJECTED,2023-12-26,11.18,,52
784,2846,2025-06-13,37892,0,CAR,PENDING,2025-07-07,12.52,,98
785,2516,2024-02-05,49998,30118,PERSONAL,REJECTED,2024-02-09,15.22,After despite design cut money.,83
786,2562,2025-10-16,22141,33951,PERSONAL,REJECTED,2025-11-02,18.01,Article pretty at fear deep.,16
787,1839,2022-12-31,11152,21080,EDUCATION,REJECTED,2023-01-10,11.01,,97
788,2099,2023-12-28,17216,28809,HOME,APPROVED,2024-01-16,6.9,Language even task effort.,74
789,2699,2024-12-22,49894,29630,HOME,CANCELLED,2024-12-29,8.61,,86
790,1903,2025-03-05,35073,46199,HOME,PENDING,2025-03-22,10.01,,95
791,2558,2025-10-12,37790,49686,HOME,CANCELLED,2025-10-21,5.38,Again despite decision share less.,96
792,1081,2025-07-16,48348,4154,BUSINESS,APPROVED,2025-08-14,22.62,Necessary grow technology outside analysis standard claim.,35
793,310,2024-10-22,37350,29982,BUSINESS,CANCELLED,2024-11-15,5.57,Interesting floor anyone cultural artist exactly.,40
794,2295,2022-09-21,25088,0,CAR,REJECTED,2022-10-08,12.84,Everyone daughter hour industry stuff along street.,33
795,1427,2022-11-30,12660,40110,PERSONAL,CANCELLED,2022-12-23,22.03,,15
796,476,2024-09-03,26682,0,EDUCATION,PENDING,2024-09-04,18.58,Next class hope.,16
797,2201,2022-09-19,27567,9765,HOME,APPROVED,2022-10-16,15.03,,84
798,1265,2025-02-15,35639,0,EDUCATION,CANCELLED,2025-03-03,19.71,,73
799,1454,2025-07-07,27651,40785,EDUCATION,APPROVED,2025-07-25,21.64,,84
800,1107,2022-10-06,41956,0,EDUCATION,APPROVED,2022-10-30,22.95,Deal happen exactly yes network issue.,22
801,1334,2025-09-23,39865,0,CAR,CANCELLED,2025-10-19,5.55,,7
802,2748,2025-02-22,39913,14666,BUSINESS,PENDING,2025-03-16,12.76,,19
803,1250,2023-11-10,15353,20342,CAR,CANCELLED,2023-12-07,14.94,,55
804,1934,2025-06-14,6795,36301,MEDICAL,REJECTED,2025-06-21,18.14,,36
805,310,2024-07-26,25421,30513,HOME,CANCELLED,2024-08-16,21.63,Model range response thought.,55
806,790,2023-05-09,21761,46774,PERSONAL,APPROVED,2023-05-11,18.54,,71
807,631,2023-02-07,35705,20404,HOME,PENDING,2023-02-25,15.42,,27
808,2813,2025-08-23,7194,49511,MEDICAL,REJECTED,2025-09-04,6.44,,72
809,1546,2025-06-26,6540,36742,EDUCATION,PENDING,2025-07-17,18.21,,33
810,1897,2025-05-24,43563,13210,CAR,PENDING,2025-05-26,22.44,,8
811,1246,2025-09-16,40571,43,EDUCATION,APPROVED,2025-09-25,16.53,,68
812,722,2025-09-05,33402,35876,HOME,REJECTED,2025-09-21,13.74,Choose mother these affect participant boy can benefit.,47
813,1164,2025-04-05,15310,37150,EDUCATION,CANCELLED,2025-04-10,21.67,,87
814,2323,2024-10-29,13761,17100,BUSINESS,PENDING,2024-11-28,7.51,,14
815,2079,2025-06-25,26886,37330,PERSONAL,PENDING,2025-07-09,19.3,,67
816,1334,2025-10-03,24515,38399,EDUCATION,PENDING,2025-10-14,19.42,,80
817,2957,2023-08-24,13936,6227,HOME,PENDING,2023-09-12,6.94,,99
818,2720,2025-07-25,9483,43170,CAR,CANCELLED,2025-08-16,14.22,,42
819,1321,2025-08-11,38171,0,BUSINESS,CANCELLED,2025-09-03,10.47,,34
820,1396,2025-09-17,36418,16887,CAR,PENDING,2025-09-21,12.82,,87
821,1336,2025-10-21,8537,3604,EDUCATION,REJECTED,2025-11-04,22.26,,57
822,851,2025-09-30,5205,12340,HOME,PENDING,2025-10-14,18.18,,60
823,669,2022-06-15,15265,28406,MEDICAL,PENDING,2022-07-04,23.66,,3
824,2400,2024-11-02,46318,0,MEDICAL,CANCELLED,2024-11-21,9.82,,31
825,1072,2022-04-05,40780,23409,CAR,CANCELLED,2022-04-30,19.48,,73
826,1394,2024-06-23,20893,7826,EDUCATION,CANCELLED,2024-07-19,22.82,,2
827,1471,2023-09-26,11573,0,CAR,PENDING,2023-10-21,16.5,,41
828,575,2025-04-22,32472,0,HOME,REJECTED,2025-05-17,17.45,Five when couple.,100
829,2247,2025-07-13,16617,16323,CAR,APPROVED,2025-08-01,11.79,,19
830,2160,2025-10-17,5870,18415,HOME,CANCELLED,2025-11-12,18.09,,84
831,2937,2025-07-13,46303,4944,HOME,PENDING,2025-07-26,23.6,Its dark happy Democrat few.,17
832,2521,2025-08-30,42554,40774,HOME,PENDING,2025-09-19,10.77,,6
833,2992,2024-09-25,46838,0,EDUCATION,PENDING,2024-10-13,13.31,,45
834,2401,2024-07-08,8286,0,MEDICAL,PENDING,2024-08-03,8.68,,9
835,1551,2022-04-28,15432,3910,MEDICAL,PENDING,2022-04-29,11.36,,43
836,1411,2025-05-20,31977,22906,BUSINESS,REJECTED,2025-06-07,24.42,Never give whatever out.,23
837,1362,2024-01-03,6837,0,EDUCATION,CANCELLED,2024-01-22,7.28,Buy theory research power read.,87
838,1510,2024-03-23,13806,9376,MEDICAL,REJECTED,2024-04-10,5.85,,17
839,1961,2023-11-27,22662,18737,PERSONAL,CANCELLED,2023-12-02,24.85,,11
840,1064,2025-03-05,31487,30920,BUSINESS,REJECTED,2025-03-10,11.95,Huge response professor position.,89
841,2129,2025-07-06,33297,0,BUSINESS,CANCELLED,2025-08-05,16.29,,74
842,551,2025-06-05,24082,43571,PERSONAL,CANCELLED,2025-06-23,19.45,,58
843,1736,2024-08-17,48654,24017,BUSINESS,CANCELLED,2024-08-25,11.94,With painting public but important although.,79
844,1363,2025-10-25,24744,18079,HOME,CANCELLED,2025-11-06,24.69,,10
845,679,2025-02-11,45130,35214,PERSONAL,APPROVED,2025-02-25,11.5,Half affect position full news case.,8
846,2667,2023-08-31,43589,17617,HOME,REJECTED,2023-09-13,16.13,Worker impact boy position tree spring none.,49
847,2564,2023-10-24,19560,0,MEDICAL,CANCELLED,2023-11-16,20.04,Strong again born agency listen central.,26
848,2296,2022-01-12,10483,3129,EDUCATION,REJECTED,2022-01-22,5.31,,82
849,757,2023-06-16,8904,0,BUSINESS,APPROVED,2023-06-25,12.98,,55
850,871,2024-04-23,32662,0,CAR,REJECTED,2024-05-12,5.54,,32
851,2128,2025-06-23,5493,14547,PERSONAL,CANCELLED,2025-07-17,20.75,,58
852,9,2022-06-25,40695,0,BUSINESS,PENDING,2022-07-19,13.65,,66
853,1119,2024-01-25,37945,27832,HOME,REJECTED,2024-02-22,11.61,,93
854,1948,2025-10-12,35778,0,BUSINESS,CANCELLED,2025-11-04,14.37,,56
855,1823,2025-10-11,45180,12725,BUSINESS,CANCELLED,2025-11-09,5.64,,64
856,2281,2024-12-30,24444,26711,BUSINESS,REJECTED,2025-01-22,20.31,,11
857,319,2025-04-15,16463,25362,PERSONAL,CANCELLED,2025-04-24,22.48,,18
858,2752,2023-08-24,7895,42075,CAR,APPROVED,2023-09-13,23.71,,11
859,2342,2022-11-23,18088,24213,MEDICAL,PENDING,2022-11-29,13.01,,34
860,89,2025-01-07,28616,0,CAR,REJECTED,2025-01-30,23.54,,74
861,2294,2025-01-23,40872,0,PERSONAL,CANCELLED,2025-02-08,15.74,Serious issue want friend.,88
862,1279,2024-01-08,40872,24550,MEDICAL,PENDING,2024-01-27,19.02,Leg wait physical oil action inside night suddenly.,52
863,1017,2024-06-29,18937,40734,EDUCATION,REJECTED,2024-07-10,6.84,,45
864,1463,2025-02-08,4334,0,CAR,REJECTED,2025-03-09,7.13,,46
865,1870,2022-04-14,49626,16766,CAR,PENDING,2022-04-25,16.95,Dream choice your you method.,64
866,2978,2025-09-10,21109,18817,MEDICAL,REJECTED,2025-10-09,11.68,,13
867,1005,2025-04-12,26479,19157,EDUCATION,APPROVED,2025-04-24,18.53,,13
868,2922,2025-05-26,41852,0,MEDICAL,APPROVED,2025-06-18,23.09,Attorney human which.,62
869,282,2023-02-12,36768,39895,MEDICAL,PENDING,2023-02-17,20.89,,41
870,1780,2024-12-25,25346,20,HOME,PENDING,2024-12-30,15.5,,54
871,2382,2024-11-19,34022,17256,CAR,REJECTED,2024-12-17,17.44,Production buy he exist form.,47
872,413,2024-02-14,46727,22161,HOME,CANCELLED,2024-03-15,21.97,,41
873,1055,2025-10-27,41814,0,MEDICAL,CANCELLED,2025-11-08,16.3,,85
874,2170,2025-09-09,46906,26434,CAR,CANCELLED,2025-10-06,17.01,Listen process fish cost.,18
875,1319,2024-02-15,25590,7764,HOME,CANCELLED,2024-03-01,10.93,,84
876,1592,2025-10-30,48709,9845,HOME,CANCELLED,2025-11-22,23.38,,75
877,490,2021-11-02,27483,30154,EDUCATION,PENDING,2021-11-29,6.41,,43
878,416,2025-03-18,30048,45791,MEDICAL,CANCELLED,2025-03-31,15.4,,77
879,2706,2024-03-21,24587,40039,HOME,CANCELLED,2024-04-06,10.89,,46
880,2741,2022-10-05,16622,4816,CAR,REJECTED,2022-10-06,19.61,Rise woman bag church city personal response.,61
881,1118,2025-11-02,34077,0,BUSINESS,PENDING,2025-11-23,18.22,,19
882,1140,2022-11-05,37015,28628,PERSONAL,PENDING,2022-11-14,14.29,,96
883,150,2024-11-15,44819,0,PERSONAL,CANCELLED,2024-11-19,13.9,,53
884,2807,2021-05-28,8898,976,CAR,CANCELLED,2021-06-14,9.96,,56
885,698,2024-12-02,31022,4802,HOME,REJECTED,2024-12-15,11.22,,28
886,2892,2022-11-30,12096,27142,MEDICAL,CANCELLED,2022-12-08,22.93,,80
887,1868,2022-12-14,12933,11278,EDUCATION,APPROVED,2023-01-10,21.38,,93
888,240,2025-01-03,15268,45222,BUSINESS,PENDING,2025-01-15,15.14,,35
889,2911,2022-12-27,15048,0,HOME,REJECTED,2023-01-21,18.48,,87
890,2772,2025-06-06,26998,0,CAR,PENDING,2025-06-21,21.51,Consumer fish us consumer different physical road.,26
891,680,2025-01-12,48504,0,BUSINESS,CANCELLED,2025-02-04,5.4,,16
892,662,2023-12-13,29806,187,PERSONAL,CANCELLED,2023-12-22,18.36,,21
893,2173,2023-01-11,21966,0,HOME,APPROVED,2023-01-26,22.8,Knowledge she work physical.,88
894,841,2025-02-18,8931,0,MEDICAL,CANCELLED,2025-03-07,9.91,,88
895,1943,2024-07-16,30622,16021,CAR,APPROVED,2024-07-21,16.95,,82
896,1978,2025-10-05,24712,28940,MEDICAL,REJECTED,2025-10-17,18.67,,35
897,802,2023-06-27,27440,9892,MEDICAL,REJECTED,2023-07-26,9.7,,23
898,2747,2025-02-10,38845,34058,BUSINESS,PENDING,2025-03-12,21.39,,59
899,2857,2025-07-22,8537,0,MEDICAL,CANCELLED,2025-07-30,17.3,Last each force year test control physical.,99
900,1703,2024-03-16,29509,15891,BUSINESS,APPROVED,2024-04-09,12.35,,82
901,2379,2024-12-11,6756,0,HOME,PENDING,2025-01-10,7.79,,9
902,1801,2025-03-18,14018,35955,BUSINESS,REJECTED,2025-04-16,12.87,,35
903,1298,2025-09-24,47677,18470,EDUCATION,REJECTED,2025-09-27,23.66,Dinner statement walk culture from.,34
